id	language	institutionID	datasetID	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	year	month	habitat	continent	waterBody	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	locationAccordingTo	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus
CoEB-UR-REMA-ABC-2018-00256	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00256	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rugezi	Africa		Northern Province	Musanze	Nyange	Ninda	Nyarubande	2595m		29.619804	-1.39169	WGS84	Dr Eberhard Fischer	Balearica regulorum	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00257	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00257	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rugezi	Africa		Northern Province	Musanze	Nyange	Ninda	Nyarubande	2595m		29.619804	-1.39169	WGS84	Dr Eberhard Fischer	Threskiornis aethiopicus	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis
CoEB-UR-REMA-ABC-2018-00258	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00258	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rugezi	Africa		Northern Province	Musanze	Nyange	Ninda	Nyarubande	2595m		29.619804	-1.39169	WGS84	Dr Eberhard Fischer	Bostrychia hagedash	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Bostrychia
CoEB-UR-REMA-ABC-2018-00259	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00259	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rugezi	Africa		Northern Province	Musanze	Nyange	Ninda	Nyarubande	2595m		29.619804	-1.39169	WGS84	Dr Eberhard Fischer	Saxicola torquata	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Saxicola
CoEB-UR-REMA-ABC-2018-00260	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00260	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00261	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00261	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Dryopteridetum gongylodis	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteridetum
CoEB-UR-REMA-ABC-2018-00262	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00262	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Cyperus gongylodis	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00263	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00263	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Phragmipedium mauritian	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Phragmitetum
CoEB-UR-REMA-ABC-2018-00264	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00264	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Echinochloa pyramidalis	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Echinochloetum
CoEB-UR-REMA-ABC-2018-00265	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00265	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Cypripedium parviflorum	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cyperetum
CoEB-UR-REMA-ABC-2018-00266	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00266	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Sesbania sesban	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Sesbania
CoEB-UR-REMA-ABC-2018-00267	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00267	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Phoenix reclinata	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Phoenix
CoEB-UR-REMA-ABC-2018-00268	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00268	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Nymphaea calliantha-mildbraedii	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea
CoEB-UR-REMA-ABC-2018-00269	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00269	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Nymphaea lotus	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea
CoEB-UR-REMA-ABC-2018-00270	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00270	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Nymphaea nouchali	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea
CoEB-UR-REMA-ABC-2018-00271	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00271	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Ceratophyllum demersum	Plantae	Tracheophyta	Magnoliopsida	Ceratophyllales	Ceratophyllaceae	Ceratophylletum
CoEB-UR-REMA-ABC-2018-00272	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00272	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Azolla nilotica	Plantae	Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla
CoEB-UR-REMA-ABC-2018-00273	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00273	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Eichhornia crassipes	Plantae	Tracheophyta	Liliopsida	Commelinales	Pontederiaceae	Eichhornia
CoEB-UR-REMA-ABC-2018-00274	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00274	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Pycnostachys de-wildemaniana	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Pycnostachys
CoEB-UR-REMA-ABC-2018-00275	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00275	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Pycnostachys de-wildemaniana	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Pycnostachys
CoEB-UR-REMA-ABC-2018-00276	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00276	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Philothamnus heterolepidotus	Animalia	Chordata	Reptilia	Squamata	Colubridae	Philothamnus
CoEB-UR-REMA-ABC-2018-00277	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00277	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Laniarius mufumbiri	Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Laniarius
CoEB-UR-REMA-ABC-2018-00278	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00278	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Afrixalus quadrivittatus	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Afrixalus
CoEB-UR-REMA-ABC-2018-00279	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00279	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Amietia angolensis	Animalia	Chordata	Amphibia	Anura	Pyxicephalidae	Amietia
CoEB-UR-REMA-ABC-2018-00280	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00280	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Amietophrynus regularis	Animalia	Chordata	Amphibia	Anura	Bufonidae	Amietophrynus
CoEB-UR-REMA-ABC-2018-00281	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00281	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Kassina senegalensis	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Kassina
CoEB-UR-REMA-ABC-2018-00282	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00282	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Leptopelis bocagei	Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis
CoEB-UR-REMA-ABC-2018-00283	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00283	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Hyperolius acuticeps	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Hyperolius
CoEB-UR-REMA-ABC-2018-00284	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00284	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Hyperolius lateralis	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Hyperolius
CoEB-UR-REMA-ABC-2018-00285	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00285	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Phrynobatrachus natalensis	Animalia	Chordata	Amphibia	Anura	Phrynobatrachidae	Phrynobatrachus
CoEB-UR-REMA-ABC-2018-00286	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00286	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Phrynobatrachus kakamikro	Animalia	Chordata	Amphibia	Anura	Phrynobatrachidae	Phrynobatrachus
CoEB-UR-REMA-ABC-2018-00287	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00287	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Ptychadena anchietae	Animalia	Chordata	Amphibia	Anura	Ptychadenidae	Ptychadena
CoEB-UR-REMA-ABC-2018-00288	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00288	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Ptychadena porosissima	Animalia	Chordata	Amphibia	Anura	Ptychadenidae	Ptychadena
CoEB-UR-REMA-ABC-2018-00289	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00289	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Trioceros ellioti	Animalia	Chordata	Reptilia	Squamata	Chamaeleonidae	Trioceros
CoEB-UR-REMA-ABC-2018-00290	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00290	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Pelusios subniger	Animalia	Chordata	Reptilia	Testudines	Pelomedusidae	Pelusios
CoEB-UR-REMA-ABC-2018-00291	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00291	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Actophilornis africanus	Animalia	Chordata	Aves	Charadriiformes	Jacanidae	Actophilornis
CoEB-UR-REMA-ABC-2018-00292	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00292	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Rweru-Mugesera	Africa	Rubindi River	South-East plateau	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m		30.4482	-2.0176	WGS84	Dr Eberhard Fischer	Ploceus cucullatus	Animalia	Chordata	Aves	Passeriformes	Ploceidae	Ploceus
CoEB-UR-REMA-ABC-2018-00293	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00293	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	Estern Province	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00294	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00294	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	South-East plateau	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Syzygium cordatum	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium
CoEB-UR-REMA-ABC-2018-00295	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00295	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	South-East plateau	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Polygonum senegalense	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum
CoEB-UR-REMA-ABC-2018-00296	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00296	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	South-East plateau	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Ficus verruculosa	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus
CoEB-UR-REMA-ABC-2018-00297	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00297	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	South-East plateau	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Ludwigia abyssinica	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia
CoEB-UR-REMA-ABC-2018-00298	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00298	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	Akagera near Nasho	Africa	Gashuma and Kakirehe Rivers	South-East plateau	Kayonza	Ndego	Kiyovu	Gasabo	1287m		30.731	-2.0458	WGS84	Dr Eberhard Fischer	Eulophia angolensis	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Eulophia
CoEB-UR-REMA-ABC-2018-00299	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00299	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00300	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00300	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus papyrus
CoEB-UR-REMA-ABC-2018-00301	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00301	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Phragmipedium mauritian	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Phragmitetum
CoEB-UR-REMA-ABC-2018-00302	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00302	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Echinochloa pyramidalis	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Echinochloa
CoEB-UR-REMA-ABC-2018-00303	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00303	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Syzygium cordatum	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium
CoEB-UR-REMA-ABC-2018-00304	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00304	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Myrica kandtiana	Plantae	Tracheophyta	Magnoliopsida	Fagales	Myricaceae	Myrica
CoEB-UR-REMA-ABC-2018-00305	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00305	Biodiversity Inventory Key Wetlands Rwanda – Final Report	Vincent Sindikubwabo	2017	12	South of kagera National Park	Africa		South-East	Kayonza	Ndego	Isangano	Kanyinya	1324m		30.7529	-1.9277	WGS84	Dr Eberhard Fischer	Phoenix reclinata	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Phoenix
CoEB-UR-REMA-ABC-2018-00306	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00306	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Loxodonta africanus	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta
CoEB-UR-REMA-ABC-2018-00307	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00307	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Vanellus senegallus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus
