id	language	institutionID	datasetID	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	year	month	habitat	continent	waterBody	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	locationAccordingTo	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus
CoEB-UR-REMA-ABC-2018-00308	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00308	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Amaurornis flavirostra	Animalia	Chordata	Aves	Gruiformes	Rallidae	Amaurornis
CoEB-UR-REMA-ABC-2018-00309	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00309	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Anastomus lamelligerus	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Anastomus
CoEB-UR-REMA-ABC-2018-00310	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00310	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Balearica regulorum	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00311	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00311	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Ardeola idae	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola
CoEB-UR-REMA-ABC-2018-00312	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00312	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	SHER Ingénieurs Conseils / WES Consult	Bradypterus graueri	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Bradypterus
CoEB-UR-REMA-ABC-2018-00313	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00313	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148209	-2.486046	WGS84	SHER Ingénieurs Conseils / WES Consult	Syzygium guineense	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzigium
CoEB-UR-REMA-ABC-2018-00314	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00314	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rutsiro	Africa	Koko River	Western Province	Rutsiro	Musasa	Gabiro	Rugarambiro	1492m	Lake Kivu	29.3503	-1.9815	WGS84	SHER Ingénieurs Conseils / WES Consult	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00315	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00315	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11		Africa	Koko River	Western Province	Rutsiro	Musasa	Gabiro	Rugarambiro	1492m	Lake Kivu	29.3503	-1.9815	WGS84	SHER Ingénieurs Conseils / WES Consult	Phragmites mauritianus	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites
CoEB-UR-REMA-ABC-2018-00316	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00316	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rurindo	Africa	Bahimba River	Northern Province	Rulindo	Base	Gitare	Nyamugali	1890m	Plateau central	29.878056	-1.656389	WGS84	SHER Ingénieurs Conseils / WES Consult	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00317	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00317	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Kayonza	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1324m	1200-1500	30.6847	-1.8533	WGS84	SHER Ingénieurs Conseils / WES Consult	Sporobolus pyramidalis	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Sporobolus
CoEB-UR-REMA-ABC-2018-00318	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00318	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	SHER Ingénieurs Conseils / WES Consult	Cephalophus weynsi	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus
CoEB-UR-REMA-ABC-2018-00319	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00319	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	SHER Ingénieurs Conseils / WES Consult	Prixomys jacksoni	Animalia	Chordata	Mammalia	Rodentia	Muridae	Prixomys
CoEB-UR-REMA-ABC-2018-00320	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00320	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Balearica regulorum	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00321	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00321	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Falco cuvierii	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco
CoEB-UR-REMA-ABC-2018-00322	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00322	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Bubo africanus	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo
CoEB-UR-REMA-ABC-2018-00323	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00323	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Asio capensis	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio
CoEB-UR-REMA-ABC-2018-00324	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00324	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Anhinga rufa	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga
CoEB-UR-REMA-ABC-2018-00325	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00325	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Circus macrourus	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus
CoEB-UR-REMA-ABC-2018-00326	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00326	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Circus macrourus	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus
CoEB-UR-REMA-ABC-2018-00327	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00327	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Coracias garrulus	Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Coracias
CoEB-UR-REMA-ABC-2018-00328	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00328	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Lybius rubrifacies	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Lybius
CoEB-UR-REMA-ABC-2018-00329	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00329	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Murago	Africa	Cyohoha River	Northern Province	Gakenke	Gashenyi	Nyakina	Rugendabari	1735m	Above 1700	29.88	-1.653333	WGS84	SHER Ingénieurs Conseils / WES Consult	Francolinus afer	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus
CoEB-UR-REMA-ABC-2018-00330	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00330	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Sake- Nyabugogo	Africa	Nyabugogo River	Kigali	Nyarugenge	Kigali	Nyabugogo	Kamenge	1376m	Above 1300	30.0126	-1.9504	WGS84	SHER Ingénieurs Conseils / WES Consult	Polygonum pulchrum	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum
CoEB-UR-REMA-ABC-2018-00331	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00331	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Balearica regulorum	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00332	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00332	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Balearica pavonina	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00333	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00333	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Anhinga rufa	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga
CoEB-UR-REMA-ABC-2018-00334	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00334	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Circus macrourus	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus
CoEB-UR-REMA-ABC-2018-00335	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00335	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Francolinus afer	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus
CoEB-UR-REMA-ABC-2018-00336	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00336	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Laniarius mufumbiri	Animalia	Chordata	Aves	Passeriformes	Malaconotidae	Laniarius
CoEB-UR-REMA-ABC-2018-00337	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00337	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Hippopotamus amphibius	Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus
CoEB-UR-REMA-ABC-2018-00338	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00338	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Tragelaphus spekii	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus
CoEB-UR-REMA-ABC-2018-00339	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00339	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Lutra maculicilis	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra
CoEB-UR-REMA-ABC-2018-00340	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00340	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Crocodylus niloticus	Animalia	Chordata	Reptilia	Crocodylia	Crocodylidae	Crocodylus
CoEB-UR-REMA-ABC-2018-00341	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00341	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Python sebae	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python
CoEB-UR-REMA-ABC-2018-00342	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00342	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Rweru	Africa	Rubindi River	Estern Province	Rwamagana	Munyaga	Zinga	Kabazeyi	1500m	Above 1400	30.4482	-2.0176	WGS84	SHER Ingénieurs Conseils / WES Consult	Tortues non identifiées	Animalia	Chordata	Reptilia	 ‎Testudines	‎Testudinidae ???	Tortues
CoEB-UR-REMA-ABC-2018-00343	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00343	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Aeschynomene elaphroxylon	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Aeschynomene
CoEB-UR-REMA-ABC-2018-00344	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00344	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Hippopotamus amphibius	Animalia	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus
CoEB-UR-REMA-ABC-2018-00345	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00345	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Tragelaphus spekii	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus
CoEB-UR-REMA-ABC-2018-00346	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00346	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Lutra maculicilis	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra
CoEB-UR-REMA-ABC-2018-00347	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00347	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Cercopithecus aethiops	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus
CoEB-UR-REMA-ABC-2018-00348	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00348	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Papio anubis	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Papio
CoEB-UR-REMA-ABC-2018-00349	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00349	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Loxodonta africana	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta
CoEB-UR-REMA-ABC-2018-00350	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00350	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Varanus niloticus	Animalia	Chordata	Reptilia	Squamata	Varanidae	Varanus
CoEB-UR-REMA-ABC-2018-00351	French	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00351	Rapid Inventory of Rwanda Wetlands - Final Report, Module 2	Vincent Sindikubwabo	2017	11	Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1288m	1200-1500	30.7979	-1.7592	WGS84	SHER Ingénieurs Conseils / WES Consult	Python sebae	Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python
