id	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	individualCount	behavior	eventID	order	family	scientificNameAuthorship	vernacularName
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_1	Sweet potatoes and sorghum plants	Narcisse Uwitonze	10	N	T1_1		Polygonaceae	Polygonum senegalens	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_2	Sweet potatoes and sorghum plants	Narcisse Uwitonze	8	N	T1_1		Cyperaceae	Juncus oxycarpus	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_3	Sweet potatoes and sorghum plants	Narcisse Uwitonze	10	FW	T1_1			Eicornia crassipes	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_4	Sweet potatoes and sorghum plants	Narcisse Uwitonze	10	N	T1_1		Cyperaceae	Cyperus papyrus	
T1_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_5	Sorghum and beans plants	Narcisse Uwitonze	20	N	T1_2		Cyperaceae	Cyperus papyrus	
T1_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_6	Sorghum and beans plants	Narcisse Uwitonze	5	N	T1_2		Polygonaceae	Polygonum senegalens	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_7	Regenerating of Papyrus after burning	Narcisse Uwitonze	40	N	T1_3		Cyperaceae	Cyperus papyrus	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_8	Regenerating of Papyrus after burning	Narcisse Uwitonze	20	N	T1_3		Polygonaceae	Polygonum senegalens	
T1_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_9	Regenerating of Papyrus after burning	Narcisse Uwitonze	20	N	T1_4		Cyperaceae	Cyperus papyrus	
T1_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_10	Regenerating of Papyrus after burning	Narcisse Uwitonze	5	N	T1_4		Polygonaceae	Polygonum senegalens	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_11	Beans and bananas plantation	Narcisse Uwitonze	20	N	T1_5		Cyperaceae	Cyperus latifolius	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_12	Beans and bananas plantation	Narcisse Uwitonze	15	N	T1_5		Cyperaceae	Cyperus papyrus	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_13	Beans and bananas plantation	Narcisse Uwitonze	10	FW	T1_5		Polygonaceae	Polygonum senegalens	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_14	Beans and bananas plantation	Narcisse Uwitonze	10	N	T1_6		Cyperaceae	Juncus oxycarpus	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_15	Beans and bananas plantation	Narcisse Uwitonze	16	N	T1_6		Cyperaceae	Cyperus papyrus	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_16	Beans and bananas plantation	Narcisse Uwitonze	2	FW	T1_6		Polygonaceae	Polygonum senegalens	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_17	Mixed crops	Narcisse Uwitonze	2	N	T1_7			Manguifera indica	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_18	Mixed crops	Narcisse Uwitonze	3	N	T1_7			Grevellea robusta	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_19	Mixed crops	Narcisse Uwitonze	5	FR	T1_7		Bignoniaceae	Malkamia lutea	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_20	Mixed crops	Narcisse Uwitonze	1	FW	T1_7		Fabaceae	Sesbania sesban	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_21	Mixed crops	Narcisse Uwitonze	2	N	T1_7		Euphorbiaceae	Manihot glaziovii	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_22	Mixed crops	Narcisse Uwitonze	3	N	T1_8		euphorbiaceae	Euphorbia trucalli	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_23	Mixed crops	Narcisse Uwitonze	4	FW	T1_8			Manguifera indica	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_24	Mixed crops	Narcisse Uwitonze	2	FR	T1_8		Lauraceae	Persea americana	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_25	Mixed crops	Narcisse Uwitonze	10	FR	T1_8		Bignoniaceae	Malkamia lutea	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_26	Mixed crops	Narcisse Uwitonze	1	FW	T1_8		Fabaceae	Sesbania sesban	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_27	Mixed crops	Narcisse Uwitonze	1	FW	T1_9		Fabaceae	Sesbania sesban	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_28	Mixed crops	Narcisse Uwitonze	3	N	T1_9		Agavaceae	Agave cisalana	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_29	Mixed crops	Narcisse Uwitonze	5	N	T1_9		Myrtaceae	Eucalyptus sp	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_30	Mixed crops	Narcisse Uwitonze	4	N	T1_9		Lauraceae	Persea americana	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_31	Mixed crops	Narcisse Uwitonze	5	N	T1_9			Grevellea robusta	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_32	Mixed crops	Narcisse Uwitonze	2	FR	T1_10			Carica papaya	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_33	Mixed crops	Narcisse Uwitonze	2	N	T1_10		Asteraceae	Vernonia adolfi fredercii	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_34	Mixed crops	Narcisse Uwitonze	1	N	T1_10		Euphorbiaceae	Euphorbia trucalli	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_35	Mixed crops	Narcisse Uwitonze	30	FR	T1_10		Bignoniaceae	Malkamia lutea	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_36	Mixed crops	Narcisse Uwitonze	1	N	T1_10		Lauraceae	Persea americana	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_37	Mixed crops	Narcisse Uwitonze	4	N	T2_1		Asteraceae	Vernonia adolfi fredercii	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_38	Mixed crops	Narcisse Uwitonze	1	N	T2_1		Fabaceae	Erythrina abyssinica	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_39	Mixed crops	Narcisse Uwitonze	5	N	T2_1		Myrtaceae	Psidium guajava	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_40	Mixed crops	Narcisse Uwitonze	4	FR	T2_1			Carica papaya	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_41	Mixed crops	Narcisse Uwitonze	1	N	T2_1			Grevellea robusta	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_42	Mixed crops	Narcisse Uwitonze	2	N	T2_1		Euphorbiaceae	Euphorbia trucalli	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_43	Mixed crops	Narcisse Uwitonze	3	N	T2_1			Manguifera indica	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_44	Mixed crops	Narcisse Uwitonze	2	N	T2_1		Poaceae	Bambus vulgaris	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_45	Mixed crops	Narcisse Uwitonze	2	N	T2_1		Fabaceae	Acacia siberana	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_46	Mixed crops	Narcisse Uwitonze	1	N	T2_1		Lauracea	Persea americana	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_47	Piper plantation	Narcisse Uwitonze	40	N	T2_2		Poaceae	Bambus vulgaris	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_48	Piper plantation	Narcisse Uwitonze	4	N	T2_2		Fabaceae	Acacia siberana	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_49	Piper plantation	Narcisse Uwitonze	2	N	T2_2		Lauracea	Persea americana	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_50	Piper plantation	Narcisse Uwitonze	4	FW	T2_2		Fabaceae	sesbania sesban	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_51	Uprooting plants	Narcisse Uwitonze	2	FR	T2_3		Moraceae	Ficus indica	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_52	Uprooting plants	Narcisse Uwitonze	2	N	T2_3		Euphorbiaceae	Euphorbia pulcherrima	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_53	Uprooting plants	Narcisse Uwitonze	8	N	T2_3		Fabaceae	Acacia siberana	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_54	Uprooting plants	Narcisse Uwitonze	1	FW	T2_3		Fabaceae	sesbania sesban	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_55	Uprooting plants	Narcisse Uwitonze	2	N	T2_3		Fabaceae	Erythrina abyssinica	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_56	Uprooting plants	Narcisse Uwitonze	2	N	T2_3		Euphorbiaceae	Euphorbia trucalli	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_57	Mixed crops	Narcisse Uwitonze	5	N	T2_4		Euphorbiaceae	Euphorbia trucalli	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_58	Mixed crops	Narcisse Uwitonze	2	N	T2_4		Fabaceae	Erythrina abyssinica	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_59	Mixed crops	Narcisse Uwitonze	1	N	T2_4		Euphorbiaceae	Euphorbia candelabrum	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_60	Mixed crops	Narcisse Uwitonze	1	FR	T2_4		Fabaceae	Acacia siberana	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_61	Mixed crops	Narcisse Uwitonze	1	N	T2_4			Fern sp	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_62	Mixed crops	Narcisse Uwitonze	1	FR	T2_4		Moraceae	Ficus indica	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_63	Mixed crops	Narcisse Uwitonze	4	N	T2_5		Agavaceae	Agave cisalana	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_64	Mixed crops	Narcisse Uwitonze	5	N	T2_5		Poaceae	Bambus vulgaris	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_65	Mixed crops	Narcisse Uwitonze	4	FR	T2_5			Manguifera indica	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_66	Mixed crops	Narcisse Uwitonze	7	N	T2_5			Grevellea robusta	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_67	Mixed crops	Narcisse Uwitonze	14	N	T2_6			Grevellea robusta	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_68	Mixed crops	Narcisse Uwitonze	4	N	T2_6		Euphorbiaceae	Euphorbia trucalli	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_69	Mixed crops	Narcisse Uwitonze	3	FW	T2_6			Manguifera indica	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_70	Mixed crops	Narcisse Uwitonze	1	FR	T2_6		Moraceae	Ficus indica	
T2_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_71	Mixed crops	Narcisse Uwitonze	5	FR	T2_7		Lauracea	Persea americana	
T2_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_72	Mixed crops	Narcisse Uwitonze	7	N	T2_7		Euphorbiaceae	Euphorbia trucalli	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_73	Mixed crops	Narcisse Uwitonze	6	FW	T2_8		Fabaceae	sesbania sesban	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_74	Mixed crops	Narcisse Uwitonze	7	N	T2_8		Euphorbiaceae	Euphorbia trucalli	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_75	Mixed crops	Narcisse Uwitonze	5	N	T2_8		Asteraceae	Vernonia adolfi fredercii	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_76	Mixed crops	Narcisse Uwitonze	7	N	T2_9		Myrtaceae	Eucalyptus sp	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_77	Mixed crops	Narcisse Uwitonze	20	N	T2_9			Grevellea robusta	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_78	Mixed crops	Narcisse Uwitonze	5	FW	T2_9		Fabaceae	Sesbania sesban	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_79	Mixed crops	Narcisse Uwitonze	1	FR	T2_9			Carica papaya	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_80	Mixed crops	Narcisse Uwitonze	1	N	T2_9		Euphorbiaceae	Euphorbia trucalli	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_81	Regenerating Papyrus	Narcisse Uwitonze	20	N	T4_1		Cyperaceae	Cyperus papyrus	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_82	Regenerating Papyrus	Narcisse Uwitonze	12	N	T4_1		Cyperaceae	Cyperus latifolius	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_83	Regenerating Papyrus	Narcisse Uwitonze	5	N	T4_1		Polygonaceae	Polygonum senegalens	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_84	Regenerating Papyrus	Narcisse Uwitonze	10	FW	T4_1			Eicornia crassipes	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_85	Regenerating Papyrus	Narcisse Uwitonze	2	N	T4_1			Phoenix reclinata	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_86	Burning of wetland species	Narcisse Uwitonze	10	N	T4_2		Cyperaceae	Cyperus papyrus	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_87	Burning of wetland species	Narcisse Uwitonze	5	N	T4_2		Cyperaceae	Cyperus latifolius	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_88	Burning of wetland species	Narcisse Uwitonze	4	FW	T4_2		Polygonaceae	Polygonum senegalens	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_89	Soybeans, Clocasia and beans plantation	Narcisse Uwitonze	4	N	T4_3		Cyperaceae	Cyperus latifolius	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_90	Soybeans, Clocasia and beans plantation	Narcisse Uwitonze	12	N	T4_3		Cyperaceae	Cyperus papyrus	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_91	Soybeans, Clocasia and beans plantation	Narcisse Uwitonze	1	FW	T4_3		Polygonaceae	Polygonum senegalens	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_92	Beans, Maize and irish potatoes plantation	Narcisse Uwitonze	30	N	T4_4		Cyperaceae	Cyperus latifolius	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_93	Beans, Maize and irish potatoes plantation	Narcisse Uwitonze	10	FW	T4_4		Cyperaceae	Typha dominguensis	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_94	Beans, Maize and irish potatoes plantation	Narcisse Uwitonze	2	FR	T4_4		Asteraceae	Ricinnus communis	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_95	Bananas and sweet potatoes plantation	Narcisse Uwitonze	5	FR	T4_5		Cyperaceae	Typha dominguensis	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_96	Bananas and sweet potatoes plantation	Narcisse Uwitonze	2	N	T4_5		Polygonaceae	Polygonum senegalens	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_97	Bananas and sweet potatoes plantation	Narcisse Uwitonze	10	N	T4_5		Cyperaceae	Cyperus papyrus	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_98	Bananas plantation inside the wetland	Narcisse Uwitonze	4	N	T4_6			Phoenix reclinata	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_99	Bananas plantation inside the wetland	Narcisse Uwitonze	2	N	T4_6		Cyperaceae	Cyperus papyrus	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_100	Bananas plantation inside the wetland	Narcisse Uwitonze	1	N	T4_6		Euphorbiaceae	Euphorbia trucalli	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_101	Bananas plantation inside the wetland	Narcisse Uwitonze	1	N	T4_6		Fabaceae	Erythrina abyssinica	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_102	Bananas plantation inside the wetland	Narcisse Uwitonze	5	N	T4_6		Cyperaceae	Typha dominguensis	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_103	Bananas plantation inside the wetland	Narcisse Uwitonze	2	N	T4_6			Polygonum senegalens	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_104	Burning of wetland species	Narcisse Uwitonze	20	N	T4_7		Cyperaceae	Cyperus papyrus	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_105	Burning of wetland species	Narcisse Uwitonze	5	N	T4_7		Cyperaceae	Typha dominguensis	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_106	sorghum, beans, and Cassava plantation	Narcisse Uwitonze	5	N	T4_8		Cyperaceae	Cyperus papyrus	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_107	sorghum, beans, and Cassava plantation	Narcisse Uwitonze	2	N	T4_8		Cyperaceae	Typha dominguensis	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_108	sorghum, beans, and Cassava plantation	Narcisse Uwitonze	2	N	T4_8			Phoenix reclinata	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_109	sorghum, beans, and Cassava plantation	Narcisse Uwitonze	2	N	T4_8			Ficus tonningi	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_110	Burning of wetland species	Narcisse Uwitonze	20	N	T4_9		Cyperaceae	Cyperus papyrus	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_111	Burning of wetland species	Narcisse Uwitonze	15	N	T4_9		Cyperaceae	Cyperus latifolius	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_112	Beans, Sweet and Clocsia plantation	Narcisse Uwitonze	15	N	T4_10		Cyperaceae	Cyperus papyrus	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_113	Beans, Sweet and Clocsia plantation	Narcisse Uwitonze	2	N	T4_10		Polygonaceae	Polygonum senegalens	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_114	Beans, Sweet and Clocsia plantation	Narcisse Uwitonze	2	N	T4_10			Fern sp	
T4-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_115		Martin Sindikubwabo, Toa Avalos	4		T4-1			Turdoides jardineii	Arrow-marked Babbler
T4-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_116		Martin Sindikubwabo, Toa Avalos	3		T4-1			Turdoides sharpei	Black-lored Babbler
T4-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_117		Martin Sindikubwabo, Toa Avalos	2		T4-1			Turtur afer	Blue-spotted Wood-Dove
T4-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_118		Martin Sindikubwabo, Toa Avalos	2		T4-1			Centrepus monachus	Blue-headed Coucal
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_119		Martin Sindikubwabo, Toa Avalos	1		T4-2			Cisticola galactotes	Winding Cisticola
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_120		Martin Sindikubwabo, Toa Avalos	1		T4-2			Scopus umbretta	Hamerkop
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_121		Martin Sindikubwabo, Toa Avalos	2		T4-2			Euplectes axillaris	Fan-tailed Widowbird
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_122		Martin Sindikubwabo, Toa Avalos	4		T4-2			Turtur tympanistria	Tambourine Dove
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_123		Martin Sindikubwabo, Toa Avalos	1		T4-2			Ploceus melanocephalus	Black-headed Weaver
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_124		Martin Sindikubwabo, Toa Avalos	1		T4-2			Indicator minor	Lesser Honeyguide
T4-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_125		Martin Sindikubwabo, Toa Avalos	3		T4-2			Merops apiaster	European Bee-eater
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_126		Martin Sindikubwabo, Toa Avalos	4		T4-3			Laniarius aethiopicus	Tropical Boubou
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_127		Martin Sindikubwabo, Toa Avalos	1		T4-3			Lanius excubitoroides	Grey-backed Fiscal
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_128		Martin Sindikubwabo, Toa Avalos	1		T4-3			Turtur tympanistria	Tambourine Dove
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_129		Martin Sindikubwabo, Toa Avalos	1		T4-3			Turtur afer	Blue-spotted Wood-Dove
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_130		Martin Sindikubwabo, Toa Avalos	2		T4-3			Euplectes axillaris	Fan-tailed Widowbird
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_131		Martin Sindikubwabo, Toa Avalos	2		T4-3			Lamprotornis purpuropterus	Ruppell's Long-tailed Starling
T4-3	HumanObservation	ARCOS_ILAM_2017_Rusumo_132		Martin Sindikubwabo, Toa Avalos	1		T4-3			Pycnonotus barbatus	Common Bulbul
T4-4	HumanObservation	ARCOS_ILAM_2017_Rusumo_133		Martin Sindikubwabo, Toa Avalos	1		T4-4			Colius striatus	Speckled Mousebird
T4-4	HumanObservation	ARCOS_ILAM_2017_Rusumo_134		Martin Sindikubwabo, Toa Avalos	2		T4-4			Lanius excubitoroides	Grey-backed Fiscal
T4-4	HumanObservation	ARCOS_ILAM_2017_Rusumo_135		Martin Sindikubwabo, Toa Avalos	1		T4-4			Turtur afer	Blue-spotted Wood-Dove
T4-4	HumanObservation	ARCOS_ILAM_2017_Rusumo_136		Martin Sindikubwabo, Toa Avalos	3		T4-4			Pycnonotus barbatus	Common Bulbul
T4-5	HumanObservation	ARCOS_ILAM_2017_Rusumo_137		Martin Sindikubwabo, Toa Avalos	2		T4-5			Pycnonotus barbatus	Common Bulbul
T4-5	HumanObservation	ARCOS_ILAM_2017_Rusumo_138		Martin Sindikubwabo, Toa Avalos	1		T4-5			Stephanoaetus coronatus	African crowned eagle
T4-5	HumanObservation	ARCOS_ILAM_2017_Rusumo_139		Martin Sindikubwabo, Toa Avalos	3		T4-5			Cisticola galactotes	Winding Cisticola
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_140		Martin Sindikubwabo, Toa Avalos	1		T4-6			Pycnonotus barbatus	Common Bulbul
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_141		Martin Sindikubwabo, Toa Avalos	2		T4-6			Turtur afer	Blue-spotted Wood-Dove
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_142		Martin Sindikubwabo, Toa Avalos	1		T4-6			Eminia lepida	Grey-capped warbler
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_143		Martin Sindikubwabo, Toa Avalos	2		T4-6			Centrepus monachus	Blue-headed Coucal
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_144		Martin Sindikubwabo, Toa Avalos	2		T4-7			Laniarius aethiopicus	Tropical Boubou
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_145		Martin Sindikubwabo, Toa Avalos	1		T4-7			Lamprotornis purpuropterus	ruppell's Long-tailed Starling
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_146		Martin Sindikubwabo, Toa Avalos	1		T4-7			Lanius excubitoroides	Grey-backed Fiscal
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_147		Martin Sindikubwabo, Toa Avalos	1		T4-7			Turtur afer	Blue-spotted Wood-Dove
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_148		Martin Sindikubwabo, Toa Avalos	2		T4-7			Ploceus ocularis	Spectacled Weaver
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_149		Martin Sindikubwabo, Toa Avalos	2		T4-8			pycnonotus barbatus	Common Bulbul
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_150		Martin Sindikubwabo, Toa Avalos	4		T4-8			Ploceus ocularis	Spectacled Weaver
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_151		Martin Sindikubwabo, Toa Avalos	1		T4-8			Laniarius aethiopicus	Tropical Boubou
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_152		Martin Sindikubwabo, Toa Avalos	1		T4-8			Ploceus melanocephalus	Black-headed Weaver
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_153		Martin Sindikubwabo, Toa Avalos	4		T4-8			Turdoides jardineii	Arrow-marked Babbler
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_154		Martin Sindikubwabo, Toa Avalos	3		T4-8			Milvus migrans	Black Kite
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_155		Martin Sindikubwabo, Toa Avalos	1		T4-8			Cossypha euglini	White-browed Robin -Chat
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_156		Martin Sindikubwabo, Toa Avalos	1		T4-9			Cuculus Solitarius	Red-Chested Cuckoo
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_157		Martin Sindikubwabo, Toa Avalos	1		T4-9			cisticola galactotes	Winding Cisticola
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_158		Martin Sindikubwabo, Toa Avalos	1		T4-9			Chalcomitra senegalensis	Scarlet-chested Sunbird
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_159		Martin Sindikubwabo, Toa Avalos	2		T4-9			Passer griseus	Grey-headed Sparrow
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_160		Martin Sindikubwabo, Toa Avalos	1		T4-9			streptopelia semitorquata	Red-eyed Dove
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_161		Martin Sindikubwabo, Toa Avalos	2		T4-9			Lamprotornis purpuropterus	ruppell's Long-tailed Starling
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_162		Martin Sindikubwabo, Toa Avalos	4		T4-9			Turdoides jardineii	Arrow-marked Babbler
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_163		Martin Sindikubwabo, Toa Avalos	2		T4-9			Dicrus adsimilis	Fork -tailed Drongo
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_164		Martin Sindikubwabo, Toa Avalos	4		T4-9			Sernus citrinelloides	African Citril
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_165		Martin Sindikubwabo, Toa Avalos	2		T4-10			Lamprotornis purpuropterus	RUppell's Long-tailed Starling
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_166		Martin Sindikubwabo, Toa Avalos	2		T4-10			Pycnonotus barbatus	Common Bulbul
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_167		Martin Sindikubwabo, Toa Avalos	6		T4-10			Ploceus melanocephalus	Black-headed Weaver
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_168		Martin Sindikubwabo, Toa Avalos	3		T4-10			Dicrus adsimilis	Fork -tailed Drongo
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_169		Martin Sindikubwabo, Toa Avalos	1		T4-10			Ploceus ocularis	Spectacled Weaver
