id	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	individualCount	behavior	eventID	order	family	scientificNameAuthorship	vernacularName
T2-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_356		Martin Sindikubwabo, Toa Avalos	20		T2-2			Lonchura cucullata	Bronze mannikin
T2-2	HumanObservation	ARCOS_ILAM_2017_Rusumo_357		Martin Sindikubwabo, Toa Avalos	1		T2-2			Dicrus adsimilis	Fork -tailed Drongo
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_358		Martin Sindikubwabo, Toa Avalos	1		T2-1			Ceryle rudis	Pied Kingfisher
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_359		Martin Sindikubwabo, Toa Avalos	2		T2-1			vanellus senegallus	African wattled Lapwing
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_360		Martin Sindikubwabo, Toa Avalos	1		T2-1			Dicrus adsimilis	Fork -tailed Drongo
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_361		Martin Sindikubwabo, Toa Avalos	1		T2-1			Cinnyris marquensis	Marico Sunbird
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_362		Martin Sindikubwabo, Toa Avalos	2		T2-1			Pycnonotus barbatus	Common Bulbul
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_363		Martin Sindikubwabo, Toa Avalos	1		T2-1			Quelea quelea	Red-billed Quelea
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_364		Martin Sindikubwabo, Toa Avalos	15		T2-1			Ploceus cuculatus	Black-headed Weaver
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_365		Martin Sindikubwabo, Toa Avalos	1		T2-1			Cinnyris venusta	Variable Sunbird
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_366		Martin Sindikubwabo, Toa Avalos	2		T2-1			Sernus mozambicus	Yellow-fronted Canary
T2-1	HumanObservation	ARCOS_ILAM_2017_Rusumo_367		Martin Sindikubwabo, Toa Avalos	1		T2-1			Cinnyris cuprea	Copper sunbird
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_368		Jean de Dieu Uwizerimana	2		T1_1	Lepidoptera	Nymphalidae	Eurema brigitta	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_369		Jean de Dieu Uwizerimana	3		T1_1	Lepidoptera	Lycaenidae	Ornipholidotos peucetia	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_370		Jean de Dieu Uwizerimana	1		T1_1	Lepidoptera	Pieridae	Mylothris agathina	
T1_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_371		Jean de Dieu Uwizerimana	5		T1_2	Lepidoptera	Nymphalidae	Hypolimnas misippus	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_372		Jean de Dieu Uwizerimana	1		T1_3	Lepidoptera	Nymphalidae	Hypolimnas misippus	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_373		Jean de Dieu Uwizerimana	1		T1_3	Lepidoptera	Pieridae	Catopsilia florella	
T1_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_374		Jean de Dieu Uwizerimana	1		T1_4	Lepidoptera	Nymphalidae	Eurema brigitta	
T1_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_375		Jean de Dieu Uwizerimana	1		T1_4	Lepidoptera	Nymphalidae	Danaus chrysippus	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_376		Jean de Dieu Uwizerimana	2		T1_5	Lepidoptera	Nymphalidae	Amauris niavus	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_377		Jean de Dieu Uwizerimana	3		T1_5	Lepidoptera	Nymphalidae	Byblia ilythia	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_378		Jean de Dieu Uwizerimana	1		T1_6	Lepidoptera	Pieridae	Mylothris agathina	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_379		Jean de Dieu Uwizerimana	2		T1_7	Lepidoptera	Nymphalidae	Amauris niavus	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_380		Jean de Dieu Uwizerimana	2		T1_7	Lepidoptera	Pieridae	Mylothris agathina	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_381		Jean de Dieu Uwizerimana	12		T1_7	Lepidoptera	Geometridae	Rhadinomphax divincta	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_382		Jean de Dieu Uwizerimana	2		T1_8	Lepidoptera	Hesperiidae	Coeliades pisistratus	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_383		Jean de Dieu Uwizerimana	0		T1_9			no indiviual	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_384		Jean de Dieu Uwizerimana	0		T1_10			no indiviual	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_385		Jean de Dieu Uwizerimana	1		T2_1	Lepidoptera	Nymphalidae	Bicyclus safitza	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_386		Jean de Dieu Uwizerimana	10		T2_1	Lepidoptera	Pieridae	Catopsilia florella	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_387		Jean de Dieu Uwizerimana	1		T2_1	Lepidoptera	Nymphalidae	Hyalites eponina	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_388		Jean de Dieu Uwizerimana	1		T2_1	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_389		Jean de Dieu Uwizerimana	1		T2_2	Lepidoptera	Pieridae	Mylothris agathina	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_390		Jean de Dieu Uwizerimana	1		T2_2	Lepidoptera	Nymphalidae	Danaus chrysippus	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_391		Jean de Dieu Uwizerimana	1		T2_2	Lepidoptera	Nymphalidae	Hyalites esibria	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_392		Jean de Dieu Uwizerimana	2		T2_2	Lepidoptera	Pieridae	Catopsilia florella	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_393		Jean de Dieu Uwizerimana	1		T2_2	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_394		Jean de Dieu Uwizerimana	4		T2_3	Lepidoptera	Nymphalidae	Euphaedra neophron	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_395		Jean de Dieu Uwizerimana	2		T2_3	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_396		Jean de Dieu Uwizerimana	1		T2_3	Lepidoptera	Nymphalidae	Hyalites esibria	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_397		Jean de Dieu Uwizerimana	1		T2_4	Lepidoptera	Pieridae	Colotis euippe	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_398		Jean de Dieu Uwizerimana	1		T2_4	Lepidoptera	Nymphalidae	Dira clytus	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_399		Jean de Dieu Uwizerimana	1		T2_4	Lepidoptera	Pieridae	Catopsilia florella	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_400		Jean de Dieu Uwizerimana	1		T2_4	Lepidoptera	Nymphalidae	Danaus chrysippus	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_401		Jean de Dieu Uwizerimana	1		T2_5	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_402		Jean de Dieu Uwizerimana	1		T2_6	Lepidoptera	Nymphalidae	Hyalites sebria	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_403		Jean de Dieu Uwizerimana	1		T2_6	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_404		Jean de Dieu Uwizerimana	1		T2_6	Lepidoptera	Nymphalidae	Danaus chrysippus	
T2_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_405		Jean de Dieu Uwizerimana	1		T2_7	Lepidoptera	Pieridae	Catopsilia florella	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_406		Jean de Dieu Uwizerimana	1		T2_8	Lepidoptera	Nymphalidae	Danaus chrysippus	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_407		Jean de Dieu Uwizerimana	1		T2_8	Lepidoptera	Pieridae	Catopsilia florella	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_408		Jean de Dieu Uwizerimana	1		T2_8	Lepidoptera	Nymphalidae	Junonia hierta	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_409		Jean de Dieu Uwizerimana	1		T2_9	Lepidoptera	Nymphalidae	Aeropetes tulbaghia	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_410		Jean de Dieu Uwizerimana	4		T2_9	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_411		Jean de Dieu Uwizerimana	5		T2_9	Lepidoptera	Nymphalidae	Junonia hierta	
T2_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_412		Jean de Dieu Uwizerimana	1		T2_10	Lepidoptera	Nymphalidae	Danaus chrysippus	
T2_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_413		Jean de Dieu Uwizerimana	1		T2_10	Lepidoptera	Pieridae	Colotis danae	
T2_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_414		Jean de Dieu Uwizerimana	4		T2_10	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_415		Jean de Dieu Uwizerimana	3		T4_1	Lepidoptera	Nymphalidae	Bicyclus safitza	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_416		Jean de Dieu Uwizerimana	1		T4_1	Lepidoptera	Hesperiidae	Leucochitonea levubu	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_417		Jean de Dieu Uwizerimana	1		T4_1	Lepidoptera	Pieridae	Catopsilia florella	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_418		Jean de Dieu Uwizerimana	1		T4_1	Lepidoptera	Pieridae	Colotis danae	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_419		Jean de Dieu Uwizerimana	1		T4_2	Lepidoptera	Lycaenidae	Lolaus silas	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_420		Jean de Dieu Uwizerimana	1		T4_2	Lepidoptera	Nymphalidae	Bicyclus safitza	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_421		Jean de Dieu Uwizerimana	7		T4_2	Lepidoptera	Pieridae	Catopsilia florella	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_422		Jean de Dieu Uwizerimana	1		T4_2	Lepidoptera	Nymphalidae	Danaus chrysippus	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_423		Jean de Dieu Uwizerimana	3		T4_2	Lepidoptera	Pieridae	Colotis danae	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_424		Jean de Dieu Uwizerimana	2		T4_3	Lepidoptera	Nymphalidae	Junonia hierta	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_425		Jean de Dieu Uwizerimana	2		T4_4	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_426		Jean de Dieu Uwizerimana	1		T4_4	Lepidoptera	Nymphalidae	Junonia octavia	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_427		Jean de Dieu Uwizerimana	1		T4_5	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_428		Jean de Dieu Uwizerimana	1		T4_5	Lepidoptera	Nymphalidae	Junonia octavia	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_429		Jean de Dieu Uwizerimana	1		T4_5	Lepidoptera	Nymphalidae	Euphaedra neophron	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_430		Jean de Dieu Uwizerimana	1		T4_5	Lepidoptera	Nymphalidae	Bicyclus safitza	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_431		Jean de Dieu Uwizerimana	2		T4_6	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_432		Jean de Dieu Uwizerimana	1		T4_6	Lepidoptera	Nymphalidae	Danaus chrysippus	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_433		Jean de Dieu Uwizerimana	2		T4_6	Lepidoptera	Pieridae	Catopsilia florella	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_434		Jean de Dieu Uwizerimana	5		T4_6	Lepidoptera	Hesperiidae	Leucochitonea levubu	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_435		Jean de Dieu Uwizerimana	1		T4_7	Lepidoptera	Nymphalidae	Catopsilia florella	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_436		Jean de Dieu Uwizerimana	2		T4_8	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_437		Jean de Dieu Uwizerimana	1		T4_8	Lepidoptera	Hesperiidae	Leucochitonea levubu	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_438		Jean de Dieu Uwizerimana	5		T4_8	Lepidoptera	Pieridae	Catopsilia florella	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_439		Jean de Dieu Uwizerimana	1		T4_9	Lepidoptera	Pieridae	Catopsilia florella	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_440		Jean de Dieu Uwizerimana	10		T4_9	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_441		Jean de Dieu Uwizerimana	1		T4_9	Lepidoptera	Nymphalidae	Acraea encedon	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_442		Jean de Dieu Uwizerimana	2		T4_9	Lepidoptera	Pieridae	Colotis danae	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_443		Jean de Dieu Uwizerimana	2		T4_10	Lepidoptera	Nymphalidae	Catopsilia florella	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_444		Jean de Dieu Uwizerimana	4		T4_10	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_445		Jean de Dieu Uwizerimana	1		T4_10	Lepidoptera	Pieridae	Colotis danae	
T5_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_446		Jean de Dieu Uwizerimana	3		T5_1	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_447		Jean de Dieu Uwizerimana	1		T5_2	Lepidoptera	Nymphalidae	Hamanumida daedalus	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_448		Jean de Dieu Uwizerimana	1		T5_2	Lepidoptera	Hesperiidae	Leucochitonea levubu	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_449		Jean de Dieu Uwizerimana	1		T5_2	Lepidoptera	Nymphalidae	Junonia hierta	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_450		Jean de Dieu Uwizerimana	1		T5_2	Lepidoptera	Nymphalidae	Junonia aenone	
T5_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_451		Jean de Dieu Uwizerimana	2		T5_3	Lepidoptera	Nymphalidae	Dira clytus	
T5_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_452		Jean de Dieu Uwizerimana	1		T5_3	Lepidoptera	Nymphalidae	Junonia hierta	
T5_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_453		Jean de Dieu Uwizerimana	1		T5_3	Lepidoptera	Pieridae	Pontia helice	
T5_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_454		Jean de Dieu Uwizerimana	1		T5_3	Lepidoptera	Hesperiidae	Coeliades pisistratus	
T5_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_455		Jean de Dieu Uwizerimana	1		T5_4	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T5_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_456		Jean de Dieu Uwizerimana	2		T5_4	Lepidoptera	Pieridae	Colotis danae	
T5_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_457		Jean de Dieu Uwizerimana	1		T5_4	Lepidoptera	Pieridae	Catopsilia florella	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_458		Jean de Dieu Uwizerimana	2		T5_5	Lepidoptera	Pieridae	Mylothris agathina	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_459		Jean de Dieu Uwizerimana	3		T5_5	Lepidoptera	Hesperiidae	Coeliades pisistratus	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_460		Jean de Dieu Uwizerimana	2		T5_5	Lepidoptera	Pieridae	Colotis danae	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_461		Jean de Dieu Uwizerimana	1		T5_5	Lepidoptera	Nymphalidae	Junonia hierta	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_462		Jean de Dieu Uwizerimana	1		T5_5	Lepidoptera	Nymphalidae	unknown1 (brush foot)	
T5_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_463		Jean de Dieu Uwizerimana	2		T5_5	Lepidoptera	Pieridae	Belenois sp.	
T5_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_464		Jean de Dieu Uwizerimana	1		T5_6	Lepidoptera	Nymphalidae	Acreas sp.	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_465		Jean Paul Kubwimana	7		T1_1	Odonata	Coenagrionidae	Ceriagron glabrum	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_466		Jean Paul Kubwimana	3		T1_1	Odonata	Libellulidae	Trithemis arteriosa	
T1_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_467		Jean Paul Kubwimana	3		T1_1	Odonata	Aeshnidae	anax imperator	
T1_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_468		Jean Paul Kubwimana	1		T1_2	Odonata	Libellulidae	Brachythemis leucosticta	
T1_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_469		Jean Paul Kubwimana	1		T1_2	Odonata	Libellulidae	Urothemis assignata	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_470		Jean Paul Kubwimana	1		T1_3	Odonata	Libellulidae	Palpopleura lucia	
T1_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_471		Jean Paul Kubwimana	1		T1_3	Odonata	Libellulidae	Palpopleura deceptor	
T1_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_472		Jean Paul Kubwimana	0		T1_4			no indiviual	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_473		Jean Paul Kubwimana	3		T1_5	Odonata	Coenagrionidae	Ceriagron glabrum	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_474		Jean Paul Kubwimana	1		T1_5	Odonata	Libellulidae	Trithemis furva	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_475		Jean Paul Kubwimana	1		T1_5	Odonata	Coenagrionidae	Africallagma glaucum	
T1_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_476		Jean Paul Kubwimana	2		T1_5	Odonata	Libellulidae	Orthetrum julia	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_477		Jean Paul Kubwimana	1		T1_6	Odonata	Coenagrionidae	Ceriagron glabrum	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_478		Jean Paul Kubwimana	3		T1_6	Odonata	Libellulidae	Trithemis arteriosa	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_479		Jean Paul Kubwimana	2		T1_6	Odonata	Aeshnidae	anax imperator	
T1_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_480		Jean Paul Kubwimana	1		T1_6	Odonata	Libellulidae	Brachythemis leucosticta	
T1_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_481		Jean Paul Kubwimana	0		T1_7			no indiviual	
T1_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_482		Jean Paul Kubwimana	2		T1_8	Odonata	Coenagrionidae	Ceriagron glabrum	
T1_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_483		Jean Paul Kubwimana	0		T1_9			no indiviual	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_484		Jean Paul Kubwimana	9		T1_10	Odonata	Coenagrionidae	Ceriagron glabrum	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_485		Jean Paul Kubwimana	1		T1_10	Odonata	Libellulidae	Hadrothemis scabrifrons	
T1_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_486		Jean Paul Kubwimana	2		T1_10	Odonata	Libellulidae	Crocothemis erythraea	
T2_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_487		Jean Paul Kubwimana	15		T2_1	Odonata	Coenagrionidae	Brachythemis impartita	
T2_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_488		Jean Paul Kubwimana	0		T2_2			no indiviual	
T2_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_489		Jean Paul Kubwimana	0		T2_3			no indiviual	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_490		Jean Paul Kubwimana	1		T2_4	Odonata	Libellulidae	Brachythemis leucosticta	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_491		Jean Paul Kubwimana	1		T2_4	Odonata	Libellulidae	Palpopleura jucunda	
T2_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_492		Jean Paul Kubwimana	1		T2_4	Odonata	Coenagrionidae	Ceriagron glabrum	
T2_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_493		Jean Paul Kubwimana	0		T2_5			no indiviual	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_494		Jean Paul Kubwimana	15		T2_6	Odonata	Libellulidae	Acisoma trifidum	
T2_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_495		Jean Paul Kubwimana	2		T2_6	Odonata	Libellulidae	Pantala flavescens	
T2_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_496		Jean Paul Kubwimana	1		T2_7	Odonata	Libellulidae	Palpopleura jucunda	
T2_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_497		Jean Paul Kubwimana	4		T2_8	Odonata	Gomphidae	Ceratogomphus pictus	
T2_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_498		Jean Paul Kubwimana	1		T2_9	Odonata	Libellulidae	Brachythemis leucosticta	
T2_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_499		Jean Paul Kubwimana	0		T2_10			no indiviual	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_500		Jean Paul Kubwimana	5		T4_1	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_501		Jean Paul Kubwimana	2		T4_1	Odonata	Libellulidae	Urothemis assignata	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_502		Jean Paul Kubwimana	5		T4_2	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_503		Jean Paul Kubwimana	1		T4_2	Odonata	Libellulidae	Pantala flavescens	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_504		Jean Paul Kubwimana	1		T4_2	Odonata	Libellulidae	Brachythemis leucosticta	
T4_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_505		Jean Paul Kubwimana	1		T4_2	Odonata	Aeshnidae	anax imperator	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_506		Jean Paul Kubwimana	3		T4_3	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_507		Jean Paul Kubwimana	5		T4_3	Odonata	Aeshnidae	anax imperator	
T4_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_508		Jean Paul Kubwimana	1		T4_3	Odonata	Libellulidae	Orthetrum julia	
T4_4	HumanObservation	ARCOS_ILAM_2017_Rusumo_509		Jean Paul Kubwimana	0		T4_4				
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_510		Jean Paul Kubwimana	4		T4_5	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_5	HumanObservation	ARCOS_ILAM_2017_Rusumo_511		Jean Paul Kubwimana	1		T4_5	Odonata	Gomphidae	Notogomphus praetorius	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_512		Jean Paul Kubwimana	1		T4_6	Odonata	Libellulidae	Pantala flavescens	
T4_6	HumanObservation	ARCOS_ILAM_2017_Rusumo_513		Jean Paul Kubwimana	1		T4_6	Odonata	Aeshnidae	anax imperator	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_514		Jean Paul Kubwimana	3		T4_7	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_515		Jean Paul Kubwimana	1		T4_7	Odonata	Libellulidae	Crocothemis sanguinolenta	
T4_7	HumanObservation	ARCOS_ILAM_2017_Rusumo_516		Jean Paul Kubwimana	3		T4_7	Odonata	Libellulidae	Palpopleura lucia	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_517		Jean Paul Kubwimana	1		T4_8	Odonata	Libellulidae	Crocothemis sanguinolenta	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_518		Jean Paul Kubwimana	20		T4_8	Odonata	Libellulidae	Palpopleura lucia	
T4_8	HumanObservation	ARCOS_ILAM_2017_Rusumo_519		Jean Paul Kubwimana	7		T4_8	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_520		Jean Paul Kubwimana	3		T4_9	Odonata	Libellulidae	Brachythemis leucosticta	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_521		Jean Paul Kubwimana	2		T4_9	Odonata	Coenagrionidae	Ceriagron glabrum	
T4_9	HumanObservation	ARCOS_ILAM_2017_Rusumo_522		Jean Paul Kubwimana	8		T4_9	Odonata	Libellulidae	Palpopleura lucia	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_523		Jean Paul Kubwimana	6		T4_10	Odonata	Libellulidae	Palpopleura lucia	
T4_10	HumanObservation	ARCOS_ILAM_2017_Rusumo_524		Jean Paul Kubwimana	2		T4_10	Odonata	Libellulidae	Orthetrum julia	
T5_1	HumanObservation	ARCOS_ILAM_2017_Rusumo_525		Jean Paul Kubwimana	0		T5_1			no indiviual	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_526		Jean Paul Kubwimana	2		T5_2	Odonata	Libellulidae	Pantala flavescens	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_527		Jean Paul Kubwimana	1		T5_2	Odonata	Libellulidae	Palpopleura lucia	
T5_2	HumanObservation	ARCOS_ILAM_2017_Rusumo_528		Jean Paul Kubwimana	1		T5_2	Odonata	Libellulidae	Palpopleura jucunda	
T5_3	HumanObservation	ARCOS_ILAM_2017_Rusumo_529		Jean Paul Kubwimana	1		T5_3	Odonata	Libellulidae	Pantala flavescens	
