id	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	individualCount	year	continent	country	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	scientificName	kingdom	phylum	class	order	family	taxonRank	vernacularName	taxonRemarks
urn:catalog:ARCOS:ECHUYA_2012:63	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:63	63	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2408	2408	-1.242785	29.811807	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:64	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:64	64	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Cinnyris venusta	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	NECTARINIIDAE	species	Variable Sunbird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:65	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:65	65	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:66	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:66	66	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Cossypha heuglini	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	MUSCICAPIDAE	species	White-browed Robin Chat	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:67	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:67	67	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Pycononotus barbatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Common bulbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:68	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:68	68	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Serinus citrinelloides	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	African citril	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:69	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:69	69	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Ploceus baglafepht	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PLOCEIDAE	species	Baglafecht weaver	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:70	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:70	70	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Sernus striolatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	Streaky Seedeater	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:71	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:71	71	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Centrepus superciliosus	ANIMALIA	CHORDATA	BIRDS	CUCULIFORMES	CUCULIDAE	species	White-browed coucal	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:72	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:72	72	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Milvus migrans	ANIMALIA	CHORDATA	BIRDS	ACCIPITRIFORMES	ACCIPITRIDAE	species	black kite	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:73	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:73	73	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Buteo ruffofuscus	ANIMALIA	CHORDATA	BIRDS	ACCIPITRIFORMES	ACCIPITRIDAE	species	Augur buzzard	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:74	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:74	74	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2336	2336	-1.242521	29.813369	Colius striatus	ANIMALIA	CHORDATA	BIRDS	COLIIFORMES	COLIIDAE	species	Speckled mousebird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:75	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:75	75	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Sernus striolatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	Streaky Seedeater	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:76	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:76	76	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:77	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:77	77	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Hirundo fuligula	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Rock Martin	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:78	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:78	78	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Ploceus baglafepht	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PLOCEIDAE	species	Baglafecht weaver	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:79	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:79	79	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Hirundo daurica	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Red-rumped Swallow	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:80	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:80	80	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Pycononotus barbatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Common bulbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:81	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:81	81	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Turdoides jardineii	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	TIMALIIDAE	species	Arrow-marked Babbler	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:82	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:82	82	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-naped Raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:83	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:83	83	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2301	2301	-1.241154	29.815899	Serinus mozambicus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	Yellow-fronted Canary	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:84	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:84	84	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-naped Raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:85	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:85	85	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Pycononotus barbatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Common bulbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:86	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:86	86	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Sernus striolatus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	Streaky Seedeater	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:87	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:87	87	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Hirundo fuligula	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Rock Martin	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:88	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:88	88	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Ploceus baglafepht	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PLOCEIDAE	species	Baglafecht weaver	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:89	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:89	89	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2277	2277	-1.241214	29.818889	Tchagra australis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	MALACONOTIDAE	species	Brown-crowned Tchagra	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:90	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:90	90	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Hirundo fuligula	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Rock Martin	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:91	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:91	91	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Streptopelia semitorquata	ANIMALIA	CHORDATA	BIRDS	COLUMBIFORMES	COLUMBIDAE	species	Red-eyed Dove	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:92	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:92	92	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Serinus mozambicus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	FRINGILLIDAE	species	Yellow-fronted Canary	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:93	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:93	93	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-naped Raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:94	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:94	94	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:95	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:95	95	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Streptopelia lugens	ANIMALIA	CHORDATA	BIRDS	COLUMBIFORMES	COLUMBIDAE	species	Dusky Turtle Dove	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:96	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:96	96	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2346	2346	-1.242716	29.817436	Pogoniulus bilineatus	ANIMALIA	CHORDATA	BIRDS	PICIFORMES	RAMPHASTIDAE	species	Yellow-rumped tinkerbird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:97	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:97	97	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2436	2436	-1.247119	29.814639	Cinnyris venusta	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	NECTARINIIDAE	species	Variable Sunbird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:98	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:98	98	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2436	2436	-1.247119	29.814639	Hirundo fuligula	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Rock Martin	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:99	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:99	99	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2436	2436	-1.247119	29.814639	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:100	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:100	100	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2436	2436	-1.247119	29.814639	Treron calva	ANIMALIA	CHORDATA	BIRDS	COLUMBIFORMES	COLUMBIDAE	species	African Green-Pigeon	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:101	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:101	101	"CLAUDIEN,ZOREKA"		2012	Africa	Uganda	Echuya Forest	2436	2436	-1.247119	29.814639	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-necked raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:102	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:102	102	"MARTIN,CLAUDIEN,JEMES,VANANEW"	4	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Andropadus latirostris	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Yellow-whiskered greenbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:103	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:103	103	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Cinnyris regia	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	NECTARINIIDAE	species	Regal Sunbird	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:104	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:104	104	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Pseudoalcippe abyssinica	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	TIMALIIDAE	species	African Hill Babbler	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:105	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:105	105	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Bradypterus cinnamomeus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	SYLVIIDAE	species	cinnamon bracken warbler	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:106	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:106	106	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Laniarius poensis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	MALACONOTIDAE	species	Mountain black boubou	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:107	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:107	107	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-necked raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:108	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:108	108	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Oreolais ruwenzorii	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Collared Apalis	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:109	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:109	109	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Pogoniulus bilineatus	ANIMALIA	CHORDATA	BIRDS	PICIFORMES	RAMPHASTIDAE	species	Yellow-rumped tinkerbird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:110	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:110	110	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:111	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:111	111	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Psalidoprocne holomelas	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	Hirundinidae	species	Black Saw-wing	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:112	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:112	112	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2275	2275	-1.255877	29.796782	Centropus monachus	ANIMALIA	CHORDATA	BIRDS	CUCULIFORMES	CUCULIDAE	species	Blue-headed coucal	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:113	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:113	113	"MARTIN,CLAUDIEN,JEMES,VANANEW"	4	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Andropadus latirostris	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Yellow-Whiskered greenbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:114	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:114	114	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:115	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:115	115	"MARTIN,CLAUDIEN,JEMES,VANANEW"	12	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Hirundo fuligula	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	HIRUNDINIDAE	species	Rock Martin	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:116	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:116	116	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Bradypterus cinnamomeus	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	SYLVIIDAE	species	cinnamon bracken warbler	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:117	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:117	117	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Buteo ruffofuscus	ANIMALIA	CHORDATA	BIRDS	ACCIPITRIFORMES	ACCIPITRIDAE	species	Augur buzzard	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:118	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:118	118	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Pogoniulus bilineatus	ANIMALIA	CHORDATA	BIRDS	PICIFORMES	RAMPHASTIDAE	species	Yellow-rumped tinkerbird	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:119	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:119	119	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Pogonocichla stellata	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	MUSCICAPIDAE	species	White-starred Forest Robin	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:120	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:120	120	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Cinnyris regia	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	NECTARINIIDAE	species	Regal Sunbird	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:121	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:121	121	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Cercococcyx montanus	ANIMALIA	CHORDATA	BIRDS	CUCULIFORMES	CUCULIDAE	species	Barred Long-tailed Cuckoo	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:122	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:122	122	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Cuculus solitarius	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CUCULIDAE	species	Red-chested Cuckoo	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:123	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:123	123	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2302	2302	-1.258208	29.797135	Anas sparsa	ANIMALIA	CHORDATA	BIRDS	ANSERIFORMES	ANATIDAE	species	African Black Duck	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:124	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:124	124	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2283	2283	-1.259236	29.7986	Pogonocichla stellata	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	MUSCICAPIDAE	species	White-starred Forest Robin	Status: Least concern
urn:catalog:ARCOS:ECHUYA_2012:125	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:125	125	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2283	2283	-1.259236	29.7986	Corvus albicollis	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CORVIDAE	species	White-naped Raven	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:126	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:126	126	"MARTIN,CLAUDIEN,JEMES,VANANEW"	2	2012	Africa	Uganda	Echuya Forest	2283	2283	-1.259236	29.7986	Cisticola chubbi	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	CISTICOLIDAE	species	Chubb's cisticola	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:127	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:127	127	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2283	2283	-1.259236	29.7986	Andropadus latirostris	ANIMALIA	CHORDATA	BIRDS	PASSERIFORMES	PYCNONOTIDAE	species	Yellow-whiskered greenbul	Status: Least Concern
urn:catalog:ARCOS:ECHUYA_2012:128	ARCOS	ECHUYA_2012	HumanObservation	urn:catalog:ARCOS:ECHUYA_2012:128	128	"MARTIN,CLAUDIEN,JEMES,VANANEW"	1	2012	Africa	Uganda	Echuya Forest	2283	2283	-1.259236	29.7986	Pogoniulus bilineatus	ANIMALIA	CHORDATA	BIRDS	PICIFORMES	RAMPHASTIDAE	species	Yellow-rumped tinkerbird	Status: Least Concern
