id	basisOfRecord	occurrenceID	recordedBy	year	month	day	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	scientificName	kingdom	family	genus	specificEpithet	vernacularName
NBDB_BID_2018_MA_0396	HumanObservation	NBDB_BID_2018_MA_0396	Uganda Forest Department	1994	12	8	Rwenzori Mountains National Park	0.5584	29.9867	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0397	HumanObservation	NBDB_BID_2018_MA_0397	Uganda Forest Department	1993	4	21	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0398	HumanObservation	NBDB_BID_2018_MA_0398	Uganda Forest Department	1993	10	6	Kasyoha-Kitomi Forest Reserve	-0.2785	30.2873	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0399	HumanObservation	NBDB_BID_2018_MA_0399	Uganda Forest Department	1994	2	16	Rwenzori Mountains National Park	0.2479	29.9822	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0400	HumanObservation	NBDB_BID_2018_MA_0400	Uganda Forest Department	1994	12	13	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0401	HumanObservation	NBDB_BID_2018_MA_0401	Uganda Forest Department	1994	12	12	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0402	HumanObservation	NBDB_BID_2018_MA_0402	Uganda Forest Department	1993	9	14	Kasyoha-Kitomi Forest Reserve	-0.1615	30.2639	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0403	HumanObservation	NBDB_BID_2018_MA_0403	Uganda Forest Department	1993	10	6	Kasyoha-Kitomi Forest Reserve	-0.2785	30.2873	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0404	HumanObservation	NBDB_BID_2018_MA_0404	Uganda Forest Department	1994	12	6	Rwenzori Mountains National Park	0.5638	29.9876	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0405	HumanObservation	NBDB_BID_2018_MA_0405	Uganda Forest Department	1994	12	13	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0406	HumanObservation	NBDB_BID_2018_MA_0406	Uganda Forest Department	1994	3	9	Kasyoha-Kitomi Forest Reserve	-0.2668	30.1568	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0407	HumanObservation	NBDB_BID_2018_MA_0407	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5629	29.984	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0408	HumanObservation	NBDB_BID_2018_MA_0408	Uganda Forest Department	1994	12	7	Rwenzori Mountains National Park	0.562	29.9894	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0409	HumanObservation	NBDB_BID_2018_MA_0409	Uganda Forest Department	1994	12	13	Rwenzori Mountains National Park	0.5593	29.9957	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0410	HumanObservation	NBDB_BID_2018_MA_0410	Uganda Forest Department	1994	7	27	Bugoma Forest Reserve	1.1235	30.8137	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0411	HumanObservation	NBDB_BID_2018_MA_0411	Uganda Forest Department	1994	2	17	Rwenzori Mountains National Park	0.2479	29.9777	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0412	HumanObservation	NBDB_BID_2018_MA_0412	Uganda Forest Department	1994	12	7	Rwenzori Mountains National Park	0.562	29.9894	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0413	HumanObservation	NBDB_BID_2018_MA_0413	Uganda Forest Department	1994	2	17	Rwenzori Mountains National Park	0.2479	29.9777	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0414	HumanObservation	NBDB_BID_2018_MA_0414	Uganda Forest Department	1994	12	7	Rwenzori Mountains National Park	0.562	29.9894	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0415	HumanObservation	NBDB_BID_2018_MA_0415	Uganda Forest Department	1993	3	20	Semliki Forest National Park	0.8346	30.0929	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0416	HumanObservation	NBDB_BID_2018_MA_0416	Uganda Forest Department	1993	9	28	Kasyoha-Kitomi Forest Reserve	-0.382	30.2126	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0417	HumanObservation	NBDB_BID_2018_MA_0417	Uganda Forest Department	1993	9	29	Kasyoha-Kitomi Forest Reserve	-0.3784	30.2162	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0418	HumanObservation	NBDB_BID_2018_MA_0418	Uganda Forest Department	1994	12	6	Rwenzori Mountains National Park	0.5638	29.9876	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0419	HumanObservation	NBDB_BID_2018_MA_0419	Uganda Forest Department	1994	2	15	Rwenzori Mountains National Park	0.2479	29.9777	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0420	HumanObservation	NBDB_BID_2018_MA_0420	Uganda Forest Department	1994	8	4	Bugoma Forest Reserve	1.1325	30.9676	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0421	HumanObservation	NBDB_BID_2018_MA_0421	Uganda Forest Department	1994	7	14	Bugoma Forest Reserve	1.2918	31.0027	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0422	HumanObservation	NBDB_BID_2018_MA_0422	Uganda Forest Department	1994	7	14	Bugoma Forest Reserve	1.2918	31.0027	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0423	HumanObservation	NBDB_BID_2018_MA_0423	Uganda Forest Department	1994	2	15	Rwenzori Mountains National Park	0.2479	29.9777	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0424	HumanObservation	NBDB_BID_2018_MA_0424	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5629	29.984	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0425	HumanObservation	NBDB_BID_2018_MA_0425	Uganda Forest Department	1993	9	29	Kasyoha-Kitomi Forest Reserve	-0.3784	30.2162	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0426	HumanObservation	NBDB_BID_2018_MA_0426	Uganda Forest Department	1993	9	28	Kasyoha-Kitomi Forest Reserve	-0.382	30.2126	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0427	HumanObservation	NBDB_BID_2018_MA_0427	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5629	29.984	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0428	HumanObservation	NBDB_BID_2018_MA_0428	Uganda Forest Department	1994	12	7	Rwenzori Mountains National Park	0.562	29.9894	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0429	HumanObservation	NBDB_BID_2018_MA_0429	Uganda Forest Department	1993	3	21	Semliki Forest National Park	0.8346	30.0929	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0430	HumanObservation	NBDB_BID_2018_MA_0430	Uganda Forest Department	1994	7	26	Bugoma Forest Reserve	1.1343	30.8128	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0431	HumanObservation	NBDB_BID_2018_MA_0431	Uganda Forest Department	1994	12	8	Rwenzori Mountains National Park	0.5638	29.9876	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0432	HumanObservation	NBDB_BID_2018_MA_0432	Uganda Forest Department	1994	7	26	Bugoma Forest Reserve	1.1343	30.8128	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0433	HumanObservation	NBDB_BID_2018_MA_0433	Uganda Forest Department	1993	3	20	Semliki Forest National Park	0.8346	30.0929	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0434	HumanObservation	NBDB_BID_2018_MA_0434	Uganda Forest Department	1994	8	4	Bugoma Forest Reserve	1.1325	30.9676	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0435	HumanObservation	NBDB_BID_2018_MA_0435	Uganda Forest Department	1994	12	8	Rwenzori Mountains National Park	0.5638	29.9876	EPSG:4326	Hybomys univittatus	Mammals	MURIDAE	Hybomys	univittatus	Peters' Striped Mouse
NBDB_BID_2018_MA_0436	HumanObservation	NBDB_BID_2018_MA_0436	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0437	HumanObservation	NBDB_BID_2018_MA_0437	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3613	29.9822	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0438	HumanObservation	NBDB_BID_2018_MA_0438	Uganda Forest Department	1994	11	29	Rwenzori Mountains National Park	0.3586	29.9822	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0439	HumanObservation	NBDB_BID_2018_MA_0439	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3613	29.9822	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0440	HumanObservation	NBDB_BID_2018_MA_0440	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0441	HumanObservation	NBDB_BID_2018_MA_0441	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0442	HumanObservation	NBDB_BID_2018_MA_0442	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0443	HumanObservation	NBDB_BID_2018_MA_0443	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0444	HumanObservation	NBDB_BID_2018_MA_0444	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0445	HumanObservation	NBDB_BID_2018_MA_0445	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0446	HumanObservation	NBDB_BID_2018_MA_0446	Uganda Forest Department	1994	12	9	Rwenzori Mountains National Park	0.5629	29.9903	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0447	HumanObservation	NBDB_BID_2018_MA_0447	Uganda Forest Department	1994	12	12	Rwenzori Mountains National Park	0.5629	29.9894	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0448	HumanObservation	NBDB_BID_2018_MA_0448	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0449	HumanObservation	NBDB_BID_2018_MA_0449	Uganda Forest Department	1994	2	9	Rwenzori Mountains National Park	0.6511	30.1334	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0450	HumanObservation	NBDB_BID_2018_MA_0450	Uganda Forest Department	1994	12	12	Rwenzori Mountains National Park	0.5629	29.9894	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0451	HumanObservation	NBDB_BID_2018_MA_0451	Uganda Forest Department	1994	11	29	Rwenzori Mountains National Park	0.3586	29.9822	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0452	HumanObservation	NBDB_BID_2018_MA_0452	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0453	HumanObservation	NBDB_BID_2018_MA_0453	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0454	HumanObservation	NBDB_BID_2018_MA_0454	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0455	HumanObservation	NBDB_BID_2018_MA_0455	Uganda Forest Department	1994	2	9	Rwenzori Mountains National Park	0.6511	30.1334	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0456	HumanObservation	NBDB_BID_2018_MA_0456	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0457	HumanObservation	NBDB_BID_2018_MA_0457	Uganda Forest Department	1994	12	9	Rwenzori Mountains National Park	0.5629	29.9903	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0458	HumanObservation	NBDB_BID_2018_MA_0458	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0459	HumanObservation	NBDB_BID_2018_MA_0459	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Hylomyscus denniae	Mammals	MURIDAE	Hylomyscus	denniae	East African Montane Wood Mouse
NBDB_BID_2018_MA_0460	HumanObservation	NBDB_BID_2018_MA_0460	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3586	29.984	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0461	HumanObservation	NBDB_BID_2018_MA_0461	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3595	29.9822	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0462	HumanObservation	NBDB_BID_2018_MA_0462	Uganda Forest Department	1994	7	12	Bugoma Forest Reserve	1.2945	30.9928	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0463	HumanObservation	NBDB_BID_2018_MA_0463	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1415	30.8182	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0464	HumanObservation	NBDB_BID_2018_MA_0464	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1415	30.8182	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0465	HumanObservation	NBDB_BID_2018_MA_0465	Uganda Forest Department	1994	7	14	Bugoma Forest Reserve	1.2918	31.0027	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0466	HumanObservation	NBDB_BID_2018_MA_0466	Uganda Forest Department	1994	12	8	Rwenzori Mountains National Park	0.5629	29.9903	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0467	HumanObservation	NBDB_BID_2018_MA_0467	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1343	30.8155	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0468	HumanObservation	NBDB_BID_2018_MA_0468	Uganda Forest Department	1994	12	9	Rwenzori Mountains National Park	0.5638	29.9894	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0469	HumanObservation	NBDB_BID_2018_MA_0469	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1343	30.8155	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0470	HumanObservation	NBDB_BID_2018_MA_0470	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1343	30.8155	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0471	HumanObservation	NBDB_BID_2018_MA_0471	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1343	30.8155	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0472	HumanObservation	NBDB_BID_2018_MA_0472	Uganda Forest Department	1994	11	28	Rwenzori Mountains National Park	0.3559	29.9831	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0473	HumanObservation	NBDB_BID_2018_MA_0473	Uganda Forest Department	1994	7	14	Bugoma Forest Reserve	1.2918	31.0027	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0474	HumanObservation	NBDB_BID_2018_MA_0474	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1406	30.8227	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0475	HumanObservation	NBDB_BID_2018_MA_0475	Uganda Forest Department	1994	12	11	Rwenzori Mountains National Park	0.5593	29.9858	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0476	HumanObservation	NBDB_BID_2018_MA_0476	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2936	31.0882	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0477	HumanObservation	NBDB_BID_2018_MA_0477	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1406	30.8227	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0478	HumanObservation	NBDB_BID_2018_MA_0478	Uganda Forest Department	1994	11	29	Rwenzori Mountains National Park	0.3586	29.9831	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0479	HumanObservation	NBDB_BID_2018_MA_0479	Uganda Forest Department	1994	7	12	Bugoma Forest Reserve	1.2945	30.9928	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0480	HumanObservation	NBDB_BID_2018_MA_0480	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3586	29.9831	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0481	HumanObservation	NBDB_BID_2018_MA_0481	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2936	31.0882	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0482	HumanObservation	NBDB_BID_2018_MA_0482	Uganda Forest Department	1994	11	27	Rwenzori Mountains National Park	0.3586	29.9831	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0483	HumanObservation	NBDB_BID_2018_MA_0483	Uganda Forest Department	1993	9	30	Kasyoha-Kitomi Forest Reserve	-0.3748	30.2171	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0484	HumanObservation	NBDB_BID_2018_MA_0484	Uganda Forest Department	1993	11	10	Kalinzu-Maramagambo Forest Reserve	-0.4315	30.0317	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0485	HumanObservation	NBDB_BID_2018_MA_0485	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2918	31.0801	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0486	HumanObservation	NBDB_BID_2018_MA_0486	Uganda Forest Department	1993	7	20	Kibale Forest National Park	0.2272	30.3674	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0487	HumanObservation	NBDB_BID_2018_MA_0487	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2918	31.0801	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0488	HumanObservation	NBDB_BID_2018_MA_0488	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1289	30.811	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0489	HumanObservation	NBDB_BID_2018_MA_0489	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1289	30.811	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0490	HumanObservation	NBDB_BID_2018_MA_0490	Uganda Forest Department	1994	7	27	Bugoma Forest Reserve	1.1352	30.8119	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0491	HumanObservation	NBDB_BID_2018_MA_0491	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1289	30.811	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0492	HumanObservation	NBDB_BID_2018_MA_0492	Uganda Forest Department	1994	8	3	Bugoma Forest Reserve	1.1289	30.9748	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0493	HumanObservation	NBDB_BID_2018_MA_0493	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2918	31.0801	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0494	HumanObservation	NBDB_BID_2018_MA_0494	Uganda Forest Department	1994	8	3	Bugoma Forest Reserve	1.1289	30.9748	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0495	HumanObservation	NBDB_BID_2018_MA_0495	Uganda Forest Department	1993	7	20	Kibale Forest National Park	0.2299	30.3674	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0496	HumanObservation	NBDB_BID_2018_MA_0496	Uganda Forest Department	1994	9	6	Kibale Forest National Park	0.3622	30.3863	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
NBDB_BID_2018_MA_0497	HumanObservation	NBDB_BID_2018_MA_0497	Uganda Forest Department	1994	7	22	Bugoma Forest Reserve	1.2981	31.0864	EPSG:4326	Hylomyscus stella	Mammals	MURIDAE	Hylomyscus	stella	Stella Wood Mouse
