id	basisOfRecord	occurrenceID	recordedBy	year	month	day	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	scientificName	kingdom	family	genus	specificEpithet	vernacularName
NBDB_BID_2018_MA_0001	HumanObservation	NBDB_BID_2018_MA_0001	Uganda Forest Department	1993	4	18	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0002	HumanObservation	NBDB_BID_2018_MA_0002	Uganda Forest Department	1993	4	15	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0003	HumanObservation	NBDB_BID_2018_MA_0003	Uganda Forest Department	1994	9	14	Kibale Forest National Park	0.4423	30.4772	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0004	HumanObservation	NBDB_BID_2018_MA_0004	Uganda Forest Department	1993	11	18	Kalinzu-Maramagambo Forest Reserve	-0.3982	30.0407	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0005	HumanObservation	NBDB_BID_2018_MA_0005	Uganda Forest Department	1993	4	20	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0006	HumanObservation	NBDB_BID_2018_MA_0006	Uganda Forest Department	1994	7	15	Bugoma Forest Reserve	1.2945	31.0144	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0007	HumanObservation	NBDB_BID_2018_MA_0007	Uganda Forest Department	1993	4	16	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0008	HumanObservation	NBDB_BID_2018_MA_0008	Uganda Forest Department	1993	4	23	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0009	HumanObservation	NBDB_BID_2018_MA_0009	Uganda Forest Department	1993	4	15	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0010	HumanObservation	NBDB_BID_2018_MA_0010	Uganda Forest Department	1993	10	6	Kasyoha-Kitomi Forest Reserve	-0.2749	30.2891	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0011	HumanObservation	NBDB_BID_2018_MA_0011	Uganda Forest Department	1993	5	16	Kibale Forest National Park	0.6466	30.3872	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0012	HumanObservation	NBDB_BID_2018_MA_0012	Uganda Forest Department	1994	12	12	Rwenzori Mountains National Park	0.5638	29.9876	EPSG:4326	Crocidura dolichura	Mammals	SORICIDAE	Crocidura	dolichura	Long-tailed Musk Shrew
NBDB_BID_2018_MA_0013	HumanObservation	NBDB_BID_2018_MA_0013	Uganda Forest Department	1993	4	16	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura fuscomurina	Mammals	SORICIDAE	Crocidura	fuscomurina	Tiny Musk Shrew
NBDB_BID_2018_MA_0014	HumanObservation	NBDB_BID_2018_MA_0014	Uganda Forest Department	1993	4	22	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura gracilipes	Mammals	SORICIDAE	Crocidura	gracilipes	Peter's Musk Shrew
NBDB_BID_2018_MA_0015	HumanObservation	NBDB_BID_2018_MA_0015	Uganda Forest Department	1994	10	17	Budongo Forest Reserve	1.9631	31.7064	EPSG:4326	Crocidura gracilipes	Mammals	SORICIDAE	Crocidura	gracilipes	Peter's Musk Shrew
NBDB_BID_2018_MA_0016	HumanObservation	NBDB_BID_2018_MA_0016	Uganda Forest Department	1993	9	7	Kasyoha-Kitomi Forest Reserve	-0.2587	30.1613	EPSG:4326	Crocidura gracilipes	Mammals	SORICIDAE	Crocidura	gracilipes	Peter's Musk Shrew
NBDB_BID_2018_MA_0017	HumanObservation	NBDB_BID_2018_MA_0017	Uganda Forest Department	1993	9	2	Kasyoha-Kitomi Forest Reserve	-0.3532	30.1244	EPSG:4326	Crocidura gracilipes	Mammals	SORICIDAE	Crocidura	gracilipes	Peter's Musk Shrew
NBDB_BID_2018_MA_0018	HumanObservation	NBDB_BID_2018_MA_0018	Uganda Forest Department	1994	10	17	Budongo Forest Reserve	1.9631	31.7064	EPSG:4326	Crocidura gracilipes	Mammals	SORICIDAE	Crocidura	gracilipes	Peter's Musk Shrew
NBDB_BID_2018_MA_0019	HumanObservation	NBDB_BID_2018_MA_0019	Uganda Forest Department	1993	12	3	Kalinzu-Maramagambo Forest Reserve	-0.5773	29.8346	EPSG:4326	Crocidura hildegardeae	Mammals	SORICIDAE	Crocidura	hildegardeae	Hildegarde's Musk Shrew
NBDB_BID_2018_MA_0020	HumanObservation	NBDB_BID_2018_MA_0020	Uganda Forest Department	1993	4	17	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura hildegardeae	Mammals	SORICIDAE	Crocidura	hildegardeae	Hildegarde's Musk Shrew
NBDB_BID_2018_MA_0021	HumanObservation	NBDB_BID_2018_MA_0021	Uganda Forest Department	1994	10	24	Budongo Forest Reserve	1.811	31.4229	EPSG:4326	Crocidura hildegardeae	Mammals	SORICIDAE	Crocidura	hildegardeae	Hildegarde's Musk Shrew
NBDB_BID_2018_MA_0022	HumanObservation	NBDB_BID_2018_MA_0022	Uganda Forest Department	1994	3	17	Kasyoha-Kitomi Forest Reserve	-0.1525	30.2693	EPSG:4326	Crocidura jacksoni	Mammals	SORICIDAE	Crocidura	jacksoni	Jackson's Musk Shrew
NBDB_BID_2018_MA_0023	HumanObservation	NBDB_BID_2018_MA_0023	Uganda Forest Department	1994	3	8	Kasyoha-Kitomi Forest Reserve	-0.2632	30.1532	EPSG:4326	Crocidura jacksoni	Mammals	SORICIDAE	Crocidura	jacksoni	Jackson's Musk Shrew
NBDB_BID_2018_MA_0024	HumanObservation	NBDB_BID_2018_MA_0024	Uganda Forest Department	1994	3	14	Kasyoha-Kitomi Forest Reserve	-0.1723	30.272	EPSG:4326	Crocidura jacksoni	Mammals	SORICIDAE	Crocidura	jacksoni	Jackson's Musk Shrew
NBDB_BID_2018_MA_0025	HumanObservation	NBDB_BID_2018_MA_0025	Uganda Forest Department	1993	1	24	Semliki Forest National Park	0.7924	30.0155	EPSG:4326	Crocidura jacksoni	Mammals	SORICIDAE	Crocidura	jacksoni	Jackson's Musk Shrew
NBDB_BID_2018_MA_0026	HumanObservation	NBDB_BID_2018_MA_0026	Uganda Forest Department	1993	10	1	Kasyoha-Kitomi Forest Reserve	-0.3829	30.2099	EPSG:4326	Crocidura jacksoni	Mammals	SORICIDAE	Crocidura	jacksoni	Jackson's Musk Shrew
NBDB_BID_2018_MA_0027	HumanObservation	NBDB_BID_2018_MA_0027	Uganda Forest Department	1994	11	5	Kalinzu-Maramagambo Forest Reserve	-0.3694	30.0884	EPSG:4326	Crocidura littoralis	Mammals	SORICIDAE	Crocidura	littoralis	Butiaba Musk Shrew
NBDB_BID_2018_MA_0028	HumanObservation	NBDB_BID_2018_MA_0028	Uganda Forest Department	1993	7	12	Kagombe Forest Reserve	0.8904	30.9064	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0029	HumanObservation	NBDB_BID_2018_MA_0029	Uganda Forest Department	1993	12	9	Kalinzu-Maramagambo Forest Reserve	-0.5728	29.8364	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0030	HumanObservation	NBDB_BID_2018_MA_0030	Uganda Forest Department	1993	11	5	Kalinzu-Maramagambo Forest Reserve	-0.5215	30.0731	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0031	HumanObservation	NBDB_BID_2018_MA_0031	Uganda Forest Department	1993	7	7	Kagombe Forest Reserve	0.8688	30.7327	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0032	HumanObservation	NBDB_BID_2018_MA_0032	Uganda Forest Department	1993	4	16	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0033	HumanObservation	NBDB_BID_2018_MA_0033	Uganda Forest Department	1993	7	9	Kagombe Forest Reserve	0.8715	30.7318	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0034	HumanObservation	NBDB_BID_2018_MA_0034	Uganda Forest Department	1994	10	14	Budongo Forest Reserve	1.9649	31.7109	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0035	HumanObservation	NBDB_BID_2018_MA_0035	Uganda Forest Department	1993	10	2	Budongo Forest Reserve	1.9127	31.7226	EPSG:4326	Crocidura luna	Mammals	SORICIDAE	Crocidura	luna	Greater Grey-brown Musk Shrew
NBDB_BID_2018_MA_0036	HumanObservation	NBDB_BID_2018_MA_0036	Uganda Forest Department	1993	10	6	Kasyoha-Kitomi Forest Reserve	-0.2785	30.2873	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0037	HumanObservation	NBDB_BID_2018_MA_0037	Uganda Forest Department	1993	9	17	Kasyoha-Kitomi Forest Reserve	-0.1624	30.2675	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0038	HumanObservation	NBDB_BID_2018_MA_0038	Uganda Forest Department	1993	10	7	Kasyoha-Kitomi Forest Reserve	-0.2785	30.2873	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0039	HumanObservation	NBDB_BID_2018_MA_0039	Uganda Forest Department	1994	3	10	Kasyoha-Kitomi Forest Reserve	-0.2686	30.155	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0040	HumanObservation	NBDB_BID_2018_MA_0040	Uganda Forest Department	1993	11	9	Kalinzu-Maramagambo Forest Reserve	-0.4504	30.0308	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0041	HumanObservation	NBDB_BID_2018_MA_0041	Uganda Forest Department	1994	3	25	Kasyoha-Kitomi Forest Reserve	-0.3928	30.2243	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0042	HumanObservation	NBDB_BID_2018_MA_0042	Uganda Forest Department	1994	3	11	Kasyoha-Kitomi Forest Reserve	-0.2686	30.155	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0043	HumanObservation	NBDB_BID_2018_MA_0043	Uganda Forest Department	1993	9	18	Kasyoha-Kitomi Forest Reserve	-0.1624	30.2675	EPSG:4326	Crocidura maurisca	Mammals	SORICIDAE	Crocidura	maurisca	Northern Swamp Musk Shrew
NBDB_BID_2018_MA_0044	HumanObservation	NBDB_BID_2018_MA_0044	Uganda Forest Department	1993	9	7	Kasyoha-Kitomi Forest Reserve	-0.2596	30.1577	EPSG:4326	Crocidura montis	Mammals	SORICIDAE	Crocidura	montis	Eastern Montane Musk Shrew
NBDB_BID_2018_MA_0045	HumanObservation	NBDB_BID_2018_MA_0045	Uganda Forest Department	1994	10	31	Kalinzu-Maramagambo Forest Reserve	-0.4612	30.0515	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0046	HumanObservation	NBDB_BID_2018_MA_0046	Uganda Forest Department	1993	9	15	Kasyoha-Kitomi Forest Reserve	-0.1588	30.2648	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0047	HumanObservation	NBDB_BID_2018_MA_0047	Uganda Forest Department	1994	3	16	Kasyoha-Kitomi Forest Reserve	-0.1525	30.2693	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0048	HumanObservation	NBDB_BID_2018_MA_0048	Uganda Forest Department	1993	9	11	Kasyoha-Kitomi Forest Reserve	-0.2587	30.1613	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0049	HumanObservation	NBDB_BID_2018_MA_0049	Uganda Forest Department	1994	10	30	Kalinzu-Maramagambo Forest Reserve	-0.4612	30.0515	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0050	HumanObservation	NBDB_BID_2018_MA_0050	Uganda Forest Department	1994	12	7	Semliki Forest National Park	0.8049	30.1379	EPSG:4326	Crocidura nanilla	Mammals	SORICIDAE	Crocidura	nanilla	Dwarf Musk Shrew
NBDB_BID_2018_MA_0051	HumanObservation	NBDB_BID_2018_MA_0051	Uganda Forest Department	1994	12	11	Rwenzori Mountains National Park	0.5629	29.9894	EPSG:4326	Crocidura niobe	Mammals	SORICIDAE	Crocidura	niobe	Ruwenzori Musk Shrew
NBDB_BID_2018_MA_0052	HumanObservation	NBDB_BID_2018_MA_0052	Uganda Forest Department	1994	2	12	Rwenzori Mountains National Park	0.6592	30.1361	EPSG:4326	Crocidura niobe	Mammals	SORICIDAE	Crocidura	niobe	Ruwenzori Musk Shrew
NBDB_BID_2018_MA_0053	HumanObservation	NBDB_BID_2018_MA_0053	Uganda Forest Department	1994	2	12	Rwenzori Mountains National Park	0.6592	30.1361	EPSG:4326	Crocidura niobe	Mammals	SORICIDAE	Crocidura	niobe	Ruwenzori Musk Shrew
NBDB_BID_2018_MA_0054	HumanObservation	NBDB_BID_2018_MA_0054	Uganda Forest Department	1994	2	12	Rwenzori Mountains National Park	0.6592	30.1361	EPSG:4326	Crocidura niobe	Mammals	SORICIDAE	Crocidura	niobe	Ruwenzori Musk Shrew
NBDB_BID_2018_MA_0055	HumanObservation	NBDB_BID_2018_MA_0055	Uganda Forest Department	1994	2	12	Rwenzori Mountains National Park	0.6592	30.1361	EPSG:4326	Crocidura niobe	Mammals	SORICIDAE	Crocidura	niobe	Ruwenzori Musk Shrew
NBDB_BID_2018_MA_0056	HumanObservation	NBDB_BID_2018_MA_0056	Uganda Forest Department	1993	4	15	Kitechura Forest Reserve	0.7249	30.8758	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0057	HumanObservation	NBDB_BID_2018_MA_0057	Uganda Forest Department	1993	3	25	Semliki Forest National Park	0.813	30.092	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0058	HumanObservation	NBDB_BID_2018_MA_0058	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1253	30.8137	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0059	HumanObservation	NBDB_BID_2018_MA_0059	Uganda Forest Department	1993	2	17	Semliki Forest National Park	0.8355	30.092	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0060	HumanObservation	NBDB_BID_2018_MA_0060	Uganda Forest Department	1993	9	14	Kasyoha-Kitomi Forest Reserve	-0.1624	30.2675	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0061	HumanObservation	NBDB_BID_2018_MA_0061	Uganda Forest Department	1994	8	5	Bugoma Forest Reserve	1.1289	30.9595	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0062	HumanObservation	NBDB_BID_2018_MA_0062	Uganda Forest Department	1993	3	24	Semliki Forest National Park	0.813	30.092	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0063	HumanObservation	NBDB_BID_2018_MA_0063	Uganda Forest Department	1993	9	10	Kasyoha-Kitomi Forest Reserve	-0.265	30.1595	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0064	HumanObservation	NBDB_BID_2018_MA_0064	Uganda Forest Department	1993	10	6	Kasyoha-Kitomi Forest Reserve	-0.2785	30.2873	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0065	HumanObservation	NBDB_BID_2018_MA_0065	Uganda Forest Department	1993	5	28	Kibale Forest National Park	0.5476	30.4952	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0066	HumanObservation	NBDB_BID_2018_MA_0066	Uganda Forest Department	1993	5	26	Kibale Forest National Park	0.5476	30.4952	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0067	HumanObservation	NBDB_BID_2018_MA_0067	Uganda Forest Department	1993	11	10	Kalinzu-Maramagambo Forest Reserve	-0.4504	30.0308	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0068	HumanObservation	NBDB_BID_2018_MA_0068	Uganda Forest Department	1993	9	14	Kasyoha-Kitomi Forest Reserve	-0.1624	30.2675	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0069	HumanObservation	NBDB_BID_2018_MA_0069	Uganda Forest Department	1993	2	14	Semliki Forest National Park	0.796	30.0218	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0070	HumanObservation	NBDB_BID_2018_MA_0070	Uganda Forest Department	1993	9	9	Kasyoha-Kitomi Forest Reserve	-0.2569	30.1298	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0071	HumanObservation	NBDB_BID_2018_MA_0071	Uganda Forest Department	1993	9	14	Kasyoha-Kitomi Forest Reserve	-0.1615	30.2639	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0072	HumanObservation	NBDB_BID_2018_MA_0072	Uganda Forest Department	1994	3	11	Kasyoha-Kitomi Forest Reserve	-0.2668	30.1568	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0073	HumanObservation	NBDB_BID_2018_MA_0073	Uganda Forest Department	1994	11	4	Kalinzu-Maramagambo Forest Reserve	-0.3712	30.0866	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0074	HumanObservation	NBDB_BID_2018_MA_0074	Uganda Forest Department	1994	3	24	Kasyoha-Kitomi Forest Reserve	-0.3865	30.2234	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0075	HumanObservation	NBDB_BID_2018_MA_0075	Uganda Forest Department	1993	11	25	Kalinzu-Maramagambo Forest Reserve	-0.3388	30.0857	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0076	HumanObservation	NBDB_BID_2018_MA_0076	Uganda Forest Department	1993	12	9	Kalinzu-Maramagambo Forest Reserve	-0.5827	29.84	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0077	HumanObservation	NBDB_BID_2018_MA_0077	Uganda Forest Department	1993	12	5	Kalinzu-Maramagambo Forest Reserve	-0.5827	29.831	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0078	HumanObservation	NBDB_BID_2018_MA_0078	Uganda Forest Department	1993	4	15	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0079	HumanObservation	NBDB_BID_2018_MA_0079	Uganda Forest Department	1993	4	20	Matiri Forest Reserve	0.5674	30.7939	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0080	HumanObservation	NBDB_BID_2018_MA_0080	Uganda Forest Department	1993	11	4	Kalinzu-Maramagambo Forest Reserve	-0.4774	30.074	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0081	HumanObservation	NBDB_BID_2018_MA_0081	Uganda Forest Department	1993	11	18	Kalinzu-Maramagambo Forest Reserve	-0.3982	30.0407	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0082	HumanObservation	NBDB_BID_2018_MA_0082	Uganda Forest Department	1994	12	6	Rwenzori Mountains National Park	0.562	29.9894	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0083	HumanObservation	NBDB_BID_2018_MA_0083	Uganda Forest Department	1994	12	10	Rwenzori Mountains National Park	0.5566	29.9894	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0084	HumanObservation	NBDB_BID_2018_MA_0084	Uganda Forest Department	1994	12	13	Rwenzori Mountains National Park	0.5584	29.9966	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0085	HumanObservation	NBDB_BID_2018_MA_0085	Uganda Forest Department	1993	4	3	Semliki Forest National Park	0.8499	30.1613	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0086	HumanObservation	NBDB_BID_2018_MA_0086	Uganda Forest Department	1993	11	18	Kalinzu-Maramagambo Forest Reserve	-0.3982	30.0407	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0087	HumanObservation	NBDB_BID_2018_MA_0087	Uganda Forest Department	1993	11	11	Kalinzu-Maramagambo Forest Reserve	-0.4306	30.0317	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0088	HumanObservation	NBDB_BID_2018_MA_0088	Uganda Forest Department	1993	12	9	Kalinzu-Maramagambo Forest Reserve	-0.5728	29.8364	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0089	HumanObservation	NBDB_BID_2018_MA_0089	Uganda Forest Department	1994	8	2	Bugoma Forest Reserve	1.1298	30.9784	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0090	HumanObservation	NBDB_BID_2018_MA_0090	Uganda Forest Department	1994	11	5	Kalinzu-Maramagambo Forest Reserve	-0.3694	30.0884	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0091	HumanObservation	NBDB_BID_2018_MA_0091	Uganda Forest Department	1994	11	7	Kalinzu-Maramagambo Forest Reserve	-0.3694	30.0884	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0092	HumanObservation	NBDB_BID_2018_MA_0092	Uganda Forest Department	1993	3	19	Semliki Forest National Park	0.8346	30.0929	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0093	HumanObservation	NBDB_BID_2018_MA_0093	Uganda Forest Department	1994	11	5	Kalinzu-Maramagambo Forest Reserve	-0.3721	30.0848	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0094	HumanObservation	NBDB_BID_2018_MA_0094	Uganda Forest Department	1994	11	5	Kalinzu-Maramagambo Forest Reserve	-0.3721	30.0848	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0095	HumanObservation	NBDB_BID_2018_MA_0095	Uganda Forest Department	1994	11	4	Kalinzu-Maramagambo Forest Reserve	-0.3721	30.0848	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0096	HumanObservation	NBDB_BID_2018_MA_0096	Uganda Forest Department	1993	3	19	Semliki Forest National Park	0.8256	30.0938	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0097	HumanObservation	NBDB_BID_2018_MA_0097	Uganda Forest Department	1993	2	17	Semliki Forest National Park	0.8319	30.0938	EPSG:4326	Crocidura olivieri	Mammals	SORICIDAE	Crocidura	olivieri	Northern Giant Musk Shrew
NBDB_BID_2018_MA_0098	HumanObservation	NBDB_BID_2018_MA_0098	Uganda Forest Department	1994	2	16	Rwenzori Mountains National Park	0.2461	29.9786	EPSG:4326	Crocidura planiceps	Mammals	SORICIDAE	Crocidura	planiceps	Lado Musk Shrew
