id	creator
LWI576017085	Dumbo, E.
LWI576373635	
LWI578335446	
LWI578747524	
LWI579634550	Mwanga Mwanga, IJ- C
LWI580324956	
LWI580357346	
LWI582159149	
LWI585040538	Troupin, G.
LWI585088228	
LWI585362427	
LWI585791772	
LWI587159327	
LWI587648889	Petit, J.
LWI587701661	Troupin, G.
LWI588898797	Bashonga, M.
LWI589300210	
LWI592074725	
LWI592578104	Bashonga, M.
LWI593396224	
LWI594170141	Troupin, G.
LWI594434968	
LWI594883932	
LWI595753435	
LWI596193133	
LWI597228231	
LWI598937551	
LWI599214236	Petit, J.
LWI599450853	
LWI599924485	Troupin, G.
LWI100126251	Petit, J.
LWI102763880	
LWI103789094	
LWI104952096	
LWI105332850	Petit, J.
LWI105514068	
LWI105823891	
LWI106395679	Bashonga, M.
LWI106561235	
LWI106911839	
LWI107055672	
LWI107716560	
LWI111533384	
LWI112583285	
LWI112724349	
LWI113163947	
LWI113216677	
LWI113564250	
LWI113721508	
LWI113869252	
LWI114116006	Dumbo, E.
LWI114142553	Troupin, G.
LWI114617263	Bashonga, M.
LWI116264626	
LWI116943295	Troupin, G.
LWI117289084	
LWI118791443	Troupin, G.
LWI119323949	
LWI119625263	Troupin, G.
LWI120193970	
LWI121224358	
LWI121472582	
LWI121565668	
LWI121659998	
LWI122529362	
LWI123109610	
LWI123978105	
LWI124657601	
LWI125825784	Dumbo, E.
LWI125851788	
LWI125866106	
LWI126584182	
LWI126900698	
LWI127403848	
LWI127472520	
LWI127637295	
LWI128276469	Troupin, G.
LWI128479047	
LWI128774026	
LWI129088178	Troupin, G.
LWI129251265	Dumbo, E.
LWI130467861	
LWI130927632	Troupin, G.
LWI131075630	
LWI131235391	
LWI131347298	
LWI132330426	
LWI133221321	
LWI134364658	
LWI134494237	Troupin, G.
LWI134791089	
LWI135509487	
LWI135535936	
LWI136535651	Ntore, S.
LWI137437046	
LWI137819606	
LWI137842334	
LWI138817473	
LWI139160946	
LWI139967791	
LWI140368285	Troupin, G.
LWI140645168	Troupin, G.
LWI141225206	Bashonga, M.
LWI141475802	
LWI142035953	
LWI142079184	
LWI143173419	Troupin, G.
LWI143609740	
LWI144577188	
LWI146409825	
LWI146472971	
LWI146595311	
LWI146781965	
LWI147377099	Balagizi, I.
LWI147859376	
LWI147926719	
LWI148249678	
LWI148888541	
LWI150650965	
LWI152228153	
LWI152749160	
LWI152996524	
LWI153535034	
LWI153761242	Petit, J.
LWI153823761	Kalanda,
LWI154035849	Troupin, G.
LWI154961504	
LWI154979171	Troupin, G.
LWI155166746	
LWI155752698	
LWI156502784	
LWI158546403	
LWI160766054	Troupin, G.
LWI161731961	Troupin, G.
LWI161993813	
LWI162209501	Petit, J.
LWI162466093	
LWI162952474	
LWI163052085	Bashonga, M.
LWI163951410	Petit, J.
LWI164603587	Petit, J.
LWI164625867	
LWI164785707	
LWI164826090	
LWI166613311	
LWI166729454	Dumbo, E.
LWI166750983	
LWI166831731	
LWI167153249	
LWI167568042	
LWI167791061	Petit, J.
LWI168265775	Petit, J.
LWI168564602	Bashonga, M.
LWI168836459	
LWI169318045	Troupin, G.
LWI169424408	
LWI171756968	Petit, J.
LWI171882924	
LWI172118072	
LWI173664388	
LWI173815584	
LWI173930515	
LWI173952956	
LWI175562617	
LWI176098979	
LWI176999518	Dumbo, E.
LWI177837066	
LWI178268733	
LWI178380121	
LWI179027525	
LWI179294165	
LWI179390001	
LWI179945623	
LWI179974397	
LWI180842676	
LWI181517592	Bashonga, M.
LWI181773537	Dumbo, E.
LWI183069964	
LWI183417790	Petit, J.
LWI183888942	
LWI184258744	Troupin, G.
LWI184470948	
LWI185691296	
LWI185875410	
LWI186188041	
LWI186308666	
LWI186598027	
LWI187218773	
LWI187873962	Troupin, G.
LWI188621992	
LWI189548676	
LWI190047805	Bashonga, M.
LWI191625042	Bashonga, M.
LWI191854357	
LWI192522419	Troupin, G.
LWI192623667	
LWI192855785	Dumbo, E.
LWI194054920	
LWI195122309	
LWI195136010	Troupin, G.
LWI195401614	
LWI195412115	Troupin, G.
LWI196640325	
LWI196968810	
LWI197376501	
LWI197741880	
LWI198589738	Troupin, G.
LWI198873006	
LWI199372331	
LWI200170597	
LWI200605609	Petit, J.
LWI201762382	
LWI202385816	Troupin, G.
LWI202851352	
LWI203101217	
LWI203295152	
LWI203716322	
LWI203880208	
LWI204239569	Dumbo, E.
LWI204656093	
LWI205532659	
LWI205735784	Troupin, G.
LWI206206341	Bashonga, M.
LWI206880969	
LWI207026358	Dumbo , E.
LWI207118334	
LWI207248545	
LWI207492280	
LWI207895522	
LWI208223686	
LWI208651002	Troupin, G.
LWI208787664	
LWI209949919	
LWI210958734	Troupin, G.
LWI211047411	
LWI211337087	
LWI211381899	
LWI211407522	
LWI214178171	
LWI216257201	
LWI216407886	
LWI216857566	
LWI218290670	
LWI218921871	
LWI219297560	Petit, J.
LWI220383450	Dumbo, E.
LWI220975554	
LWI221456324	Iragi, K.
LWI221712065	
LWI222742362	Batoko
LWI222895010	Troupin, G.
LWI224103379	
LWI224119963	
LWI224560790	
LWI225000529	
LWI225696084	Troupin, G.
LWI226099213	
LWI226152801	Troupin, G.
LWI226192768	
LWI226470296	
LWI226484570	
LWI226581660	
LWI226774271	
LWI227339100	
LWI227404695	Symoens, J.
LWI228185192	Fide, F.
LWI228278649	
LWI228308352	Dumbo, E.
LWI228689820	
LWI229110704	
LWI229865447	
LWI231391637	Troupin, G.
LWI232027273	Dumbo, E.
LWI232816537	
LWI233309100	
LWI233698345	
LWI233812400	
LWI234453927	
LWI234650800	
LWI234658463	Symoens, J.
LWI235581836	
LWI236763925	Petit, J.
LWI236899391	
LWI238331354	
LWI238363990	Dumbo, E.
LWI238632558	
LWI239137922	
LWI239153287	
LWI239385848	
LWI239666550	
LWI240136771	Dumbo, E.
LWI241245554	Ntore, S.
LWI241862947	
LWI243020210	Troupin, G.
LWI243022623	
LWI243085295	
LWI245661793	Troupin, G.
LWI245845769	
LWI245910874	
LWI246013983	
LWI246025550	
LWI247339351	
LWI247411684	
LWI247593352	
LWI247771634	
LWI248442407	
LWI251843822	Troupin, G.
LWI252063653	
LWI252233788	Bashonga, M.
LWI252895538	Petit, J.
LWI252967981	
LWI253164140	Troupin, G.
LWI253875276	
LWI254146311	Bashonga, M.
LWI254346266	Iragi, K.
LWI254956652	Petit, J.
LWI254967762	Troupin, G.
LWI255065211	Iragi, K.
LWI255479635	
LWI256444770	Troupin, G.
LWI256717305	Troupin, G.
LWI257120028	
LWI257455922	
LWI258059689	
LWI258902307	
LWI259214285	Bashonga, M.
LWI259511910	Troupin, G.
LWI259648531	
LWI259810682	Bashonga, M.
LWI259921866	Troupin, G.
LWI260527590	
LWI260657199	
LWI262086175	Dumbo , E.
LWI262626664	Troupin, G.
LWI262725452	Dumbo, E.
LWI264247917	Bashonga, M.
LWI264812434	
LWI265375177	Petit, J.
LWI265406519	
LWI265438581	
LWI266432955	Troupin, G.
LWI267308368	
LWI267341640	Troupin, G.
LWI267783884	
LWI268587827	
LWI268816564	
LWI269203323	
LWI269602847	Bashonga, M.
LWI269959881	
LWI271501196	Troupin, G.
LWI271606563	
LWI272489015	
LWI272796834	Bashonga, M.
LWI273873784	Bashonga, M.
LWI273962524	
LWI275157874	Troupin, G.
LWI275749076	
LWI276637058	
LWI276845091	Troupin, G.
LWI277027963	
LWI277458743	
LWI278108054	Petit, J.
LWI279452437	
LWI279520867	
LWI279616187	
LWI280080083	
LWI280168125	Petit, J.
LWI280194000	Bashonga, M.
LWI280362117	
LWI281332640	
LWI281728780	
LWI281979287	
LWI282929056	Bashonga, M.
LWI283532870	
LWI283609636	
LWI283626672	
LWI283697750	
LWI283732916	
LWI284099398	Bashonga, M.
LWI284359892	
LWI284407496	Dumbo, E.
LWI284716625	
LWI285674919	Petit, J.
LWI285679206	
LWI286031518	
LWI287071955	Dumbo, E.
LWI287658069	
LWI288913556	Bashonga, M.
LWI289094930	
LWI290313519	Bashonga, M.
LWI290420926	Dumbo, E.
LWI290662468	Troupin, G.
LWI291140928	
LWI291887533	Troupin, G.
LWI292708439	
LWI292728601	
LWI294044724	
LWI295230296	
LWI295559255	
LWI296650683	Dumbo, E.
LWI296912179	
LWI297276915	Dumbo, E.
LWI297435369	
LWI297678136	Dumbo, E.
LWI297937377	
LWI298741349	
LWI299735941	
LWI299962023	
LWI300489543	Bashonga, M.
LWI300806234	
LWI300809757	
LWI301025573	
LWI301666054	
LWI302404194	
LWI302993206	
LWI303466798	
LWI303507217	Bashonga, M.
LWI303938434	Bashonga, M.
LWI304329810	
LWI304405341	
LWI304677965	Mwanga Mwanga, IJ- C
LWI305228618	
LWI305787611	
LWI306663171	Bashonga, M.
LWI306790273	
LWI307012503	
LWI307712361	Petit, J.
LWI307754986	
LWI308937547	
LWI309114184	
LWI309253370	
LWI309689139	Dumbo, E.
LWI310482036	Br.
LWI311073534	
LWI312115294	
LWI312861254	Symoens, J.
LWI313361454	Petit, J.
LWI313647836	
LWI313945297	
LWI314172883	Dumbo, E.
LWI314376742	Troupin, G.
LWI314395382	
LWI314823190	
LWI315027341	
LWI315633196	
LWI316278622	
LWI316489912	
LWI317145006	
LWI317718009	
LWI319001290	
LWI319238739	
LWI319276153	Petit, J.
LWI319377365	
LWI319445085	
LWI319784160	
LWI319787491	
LWI319910454	
LWI320698330	
LWI321301879	
LWI321629410	
LWI321659112	
LWI321695682	
LWI323351944	
LWI323553351	
LWI323638004	
LWI323948480	Troupin, G.
LWI324045040	
LWI324132867	
LWI324531674	
LWI324745435	Troupin, G.
LWI324924486	
LWI325733988	
LWI325802468	
LWI326398964	
LWI327100173	
LWI327176628	
LWI327265085	Petit, J.
LWI327459846	
LWI327626782	
LWI328489267	Troupin, G.
LWI328723701	
LWI329270012	Troupin, G.
LWI329536527	
LWI330643437	Dumbo, E.
LWI330776817	
LWI331041360	
LWI331130476	Troupin, G.
LWI331397377	
LWI331514959	Dumbo, E.
LWI331674133	Petit, J.
LWI332099162	Bashonga, M.
LWI332886773	
LWI332950634	
LWI332995830	
LWI333078952	
LWI333176857	
LWI333943461	Troupin, G.
LWI334101922	
LWI334149218	
LWI334632342	
LWI335551944	
LWI335688446	
LWI335823208	
LWI336481608	
LWI336726206	
LWI336783544	
LWI337687835	
LWI338060515	
LWI338536893	
LWI338690691	
LWI338944346	Iragi, K.
LWI339508729	
LWI340011962	Troupin, G.
LWI340135798	Troupin, G.
LWI341544659	
LWI341969867	Petit, J.
LWI342118495	
LWI342123658	
LWI342543822	
LWI343101096	
LWI343323358	
LWI343722630	
LWI345209925	
LWI346530768	
LWI347006830	
LWI347407785	
LWI347817852	
LWI348242630	Petit, J.
LWI348462782	
LWI348479628	
LWI349134622	Troupin, G.
LWI349597355	
LWI349701427	Iragi K.
LWI350243983	
LWI350279998	
LWI350519528	
LWI351232488	Bashonga, M.
LWI351246305	
LWI351294508	
LWI351668933	Troupin, G.
LWI352004073	Dumbo, E.
LWI352232160	Troupin, G.
LWI352493296	
LWI353116775	
LWI353660394	Symoens, J.
LWI354629241	
LWI354858266	
LWI356563224	Petit, J.
LWI356907731	
LWI357332798	
LWI357781414	Petit, J.
LWI357900566	
LWI358673571	
LWI358764872	
LWI359149886	Mwanga Mwanga, IJ- C
LWI359445327	
LWI359707528	
LWI360061282	
LWI361202092	
LWI361500038	Dumbo, E
LWI361607726	
LWI361717362	Bashonga, M.
LWI361795682	Iragi, K.
LWI361902951	
LWI362303753	Iragi, K.
LWI363008451	Petit, J.
LWI363568110	Troupin, G.
LWI364312316	Troupin, G.
LWI365630809	Bashonga, M.
LWI367058619	
LWI367886934	
LWI369358444	
LWI371024624	
LWI371071139	
LWI372228728	
LWI372585906	
LWI373233785	Symoens, J.
LWI373561151	
LWI373661925	
LWI373822149	Bashonga, M.
LWI373859965	
LWI374494606	
LWI375167040	
LWI376011320	Petit, J.
LWI376173638	
LWI376279164	
LWI376530831	
LWI376822583	
LWI377117032	
LWI377348191	
LWI377719896	
LWI378003758	Troupin, G.
LWI379084755	
LWI380298192	
LWI381091684	
LWI381890647	Troupin, G.
LWI382656204	
LWI383617263	
LWI383840491	
LWI384016058	
LWI384271191	
LWI384700019	Troupin, G.
LWI385101720	
LWI385556993	
LWI386128805	Dumbo, E.
LWI387020067	
LWI387424351	
LWI387754697	
LWI388078203	
LWI388541524	
LWI388818669	
LWI389043037	Dumbo, E.
LWI389457677	
LWI389799843	Iragi, K.
LWI390024403	
LWI391113037	Iragi, K.
LWI392767881	
LWI394144933	Dumbo, E.
LWI394610215	Bashonga, M.
LWI394848218	
LWI395177536	
LWI395437710	Dumbo , E.
LWI395913122	
LWI397448131	Troupin, G.
LWI398819005	
LWI399047922	Symoens, J.
LWI399156357	
LWI399292456	
LWI399449910	Dumbo, E.
LWI401214408	
LWI401420039	
LWI402271505	
LWI402454670	
LWI403124321	Petit, J.
LWI403146157	
LWI403639606	Troupin, G.
LWI404063890	
LWI404064030	Troupin, G.
LWI404301584	
LWI404576507	
LWI404794324	Troupin, G.
LWI405005868	Troupin, G.
LWI405191481	
LWI405251171	
LWI405342470	Ntore, S.
LWI406088939	Troupin, G.
LWI406296477	
LWI406763730	
LWI407434839	
LWI407537043	
LWI408948020	
LWI409286405	
LWI409333187	Dumbo, E.
LWI410267398	
LWI411122373	
LWI411405869	
LWI413243920	
LWI413368367	Troupin, G.
LWI413827665	Troupin, G.
LWI414687124	Troupin, G.
LWI415316332	
LWI415706810	
LWI415772767	
LWI418611023	Br.
LWI419154518	
LWI419542103	
LWI420542290	Mwanga Mwanga, IJ- C
LWI420829334	Troupin, G.
LWI421022589	
LWI421359375	
LWI421417700	
LWI421574016	Troupin, G.
LWI421824815	Bashonga, M.
LWI422226599	
LWI422728303	
LWI423037321	
LWI423157648	
LWI423435833	
LWI424573955	
LWI425851131	
LWI426630204	
LWI426903177	
LWI428088719	Troupin, G.
LWI428195332	
LWI429272978	Iragi, K.
LWI429340028	Dumbo
LWI429472631	
LWI430044414	
LWI430847538	Troupin,G.
LWI431655469	
LWI431860179	
LWI432946508	
LWI433572583	Iragi, K.
LWI434006505	
LWI434137776	
LWI434540276	
LWI434650575	Troupin, G.
LWI434756227	Troupin, G.
LWI434885961	Troupin, G.
LWI435123189	Troupin, G.
LWI435320921	Troupin, G.
LWI436186589	
LWI436962688	Troupin, G.
LWI437883478	
LWI437912012	
LWI438470229	Dumbo, E.
LWI438572953	
LWI438907317	
LWI440172622	
LWI440419722	
LWI440496371	
LWI440532529	
LWI441059428	
LWI441632438	
LWI441670111	
LWI441979619	
LWI442344429	
LWI444720688	
LWI445390024	
LWI445534501	
LWI446168772	Petit, J.
LWI446674742	
LWI446831389	
LWI447183357	
LWI448892757	
LWI450184056	
LWI450718812	
LWI450738812	
LWI452167124	Troupin, G.
LWI452493314	
LWI452800588	
LWI452818003	
LWI452916897	
LWI453637603	
LWI453773608	
LWI454043840	
LWI454111444	
LWI454606584	
LWI454613318	Troupin, G.
LWI455184821	
LWI455508532	
LWI456118420	
LWI456262140	
LWI456974871	
LWI457529846	
LWI457553795	
LWI457678005	Symoens, J.
LWI458652657	Ntore, S.
LWI458657195	
LWI458846003	Dumbo, E.
LWI459041662	
LWI459199340	
LWI460206519	
LWI460222295	Troupin, G.
LWI460968467	
LWI461128282	
LWI462464475	
LWI462674894	
LWI462904055	
LWI463328519	
LWI463657516	
LWI464144233	
LWI465318583	
LWI466859615	
LWI467151759	Bashonga, M.
LWI467375921	
LWI467483610	
LWI467538190	
LWI467865677	
LWI468500984	Petit, J.
LWI468726812	
LWI469403077	
LWI469925061	Bashonga, M.
LWI470559302	
LWI470908676	
LWI471201959	Bashonga, M.
LWI471450295	Dumbo, E
LWI472560256	Dumbo, E.
LWI472876037	Troupin, G.
LWI472931240	
LWI473443154	Troupin, G.
LWI474212988	
LWI474695646	
LWI475276637	
LWI475624398	
LWI475728289	Troupin, G.
LWI475872955	Troupin, G.
LWI475947868	
LWI476451094	
LWI476801109	
LWI477567618	
LWI478774468	Bashonga, M.
LWI478974551	
LWI479364554	
LWI479488433	
LWI479548936	
LWI480152213	
LWI480774609	
LWI481109379	
LWI481175105	Troupin, G.
LWI482080282	
LWI482379494	
LWI483039059	Bashonga, M.
LWI483547525	Troupin, G.
LWI484988622	
LWI485289774	
LWI485356534	Mwanga Mwanga, IJ- C
LWI485529915	
LWI486149722	Dumbo, E.
LWI486466649	Dumbo, E.
LWI486616069	Bashonga, M.
LWI486962668	
LWI487289431	
LWI487520787	Troupin, G.
LWI488385774	
LWI488518554	
LWI489158956	
LWI489179056	Dumbo, E.
LWI489296626	
LWI489573217	
LWI489618003	Bashonga, M.
LWI490591014	
LWI490732218	Iragi K.
LWI491042310	Petit, E.
LWI491548339	
LWI491561357	
LWI491687360	
LWI492261383	
LWI492403445	
LWI493021848	
LWI493734773	Troupin, G.
LWI495262291	Kalanda,
LWI497112280	Bashonga, M.
LWI498433715	
LWI499027559	Dumbo, E.
LWI500929689	
LWI501719113	Bashonga, M.
LWI502117741	Troupin, G.
LWI503020895	Bashonga, M
LWI503068588	
LWI503349949	
LWI503837542	Petit, J.
LWI504555459	Bamps, P.
LWI506273043	
LWI506683937	Petit, J.
LWI507175500	Bashonga, M.
LWI507315526	
LWI508053804	
LWI508646078	Dumbo, E.
LWI508717149	
LWI509027530	
LWI509572898	Troupin, G.
LWI509882809	
LWI510930269	
LWI511201879	
LWI511275843	
LWI512774498	
LWI513393401	Bashonga, M.
LWI513671506	
LWI514177052	
LWI514415881	
LWI515119005	Troupin, G.
LWI516019375	
LWI516640758	
LWI517017549	
LWI518315461	
LWI518908547	Dumbo, E.
LWI519843466	
LWI519913714	
LWI520077177	Troupin, G.
LWI520148523	
LWI520622704	
LWI521283534	
LWI522136205	
LWI522375049	Dumbo, E.
LWI523432775	Troupin, G.
LWI523563344	
LWI523908188	Iragi, K.
LWI526060476	Ntakiyimana, J.
LWI526394569	
LWI526551690	
LWI526630768	
LWI526709446	
LWI526986787	Ntore, S.
LWI527075130	
LWI527326263	
LWI528024854	
LWI528252941	
LWI528994628	
LWI529051404	Troupin, G.
LWI529525111	Dumbo, E.
LWI530313459	Troupin, G.
LWI530406595	
LWI531269721	
LWI531423401	Bashonga, M.
LWI532781501	Dumbo, E.
LWI533300453	Symoens, J.
LWI533535377	
LWI534761157	
LWI535304294	Troupin, G.
LWI536865747	Iragi, K.
LWI537216586	
LWI537353717	Symoens, J.
LWI538350073	
LWI539161949	
LWI539247987	
LWI539380547	
LWI539945621	Troupin, G.
LWI542161514	Bashonga, M.
LWI542440650	Troupin, G.
LWI543641672	
LWI544659108	
LWI544860010	
LWI545411005	umbo, E.
LWI546072386	Troupin, G.
LWI546241495	
LWI546266140	Petit, J.
LWI546635088	
LWI547108532	
LWI548469575	
LWI548470854	
LWI548799722	
LWI551874022	
LWI552879413	
LWI554413693	
LWI554564440	
LWI554587457	Dumbo, E
LWI554732745	
LWI554813050	Bashonga, M.
LWI554885690	
LWI555439036	
LWI555499030	
LWI555610701	Troupin, G.
LWI556402261	
LWI556503135	
LWI556883056	Troupin, G.
LWI556931179	Troupin, G.
LWI556945163	
LWI557832508	Dumbo, E.
LWI559267243	
LWI559588149	Bashonga, M.
LWI559628455	Troupin, G.
LWI559993959	
LWI560277067	
LWI560491455	
LWI561211615	
LWI561784659	
LWI561816786	
LWI561826444	
LWI562594526	
LWI563049578	
LWI564231746	Troupin, G.
LWI564297346	
LWI564476740	
LWI564702362	Bashonga, M.
LWI565433241	
LWI565504766	
LWI565927674	Wabika, D.
LWI566070924	Troupin, G.
LWI566850700	
LWI567039022	
LWI568512278	Troupin, G.
LWI569004377	
LWI569230708	
LWI570066297	
LWI570816473	
LWI570845136	
LWI571249616	Troupin, G.
LWI572308383	Bashonga, M.
LWI572353417	
LWI573353375	
LWI573931087	
LWI574239193	
LWI574407449	Troupin, G.
LWI574729634	
LWI575705106	
LWI575997817	Dumbo, E.
LWI576238849	
LWI577667059	
LWI578621728	
LWI579597125	
LWI580135859	Troupin, G.
LWI580522398	Troupin, G.
LWI580823369	Symoens, J.
LWI580891456	
LWI580918518	
LWI581012109	Dumbo , E.
LWI581180644	
LWI581395365	
LWI581519474	
LWI581767235	Bashonga, M.
LWI581784282	
LWI581815347	
LWI582178887	
LWI582468207	Troupin, G.
LWI582570263	Dumbo, E.
LWI582875917	Troupin, G.
LWI582982232	Troupin, G.
LWI583247525	Iragi, K.
LWI583896604	Nyakiyimana, J.
LWI584539996	Petit, J.
LWI584849333	
LWI584871325	Symoens, J.
LWI586164753	Troupin, G.
LWI586555468	
LWI586870801	Troupin, G.
LWI587084483	
LWI587237035	
LWI587286270	
LWI587342360	Ntakiyimana, J.
LWI587534862	
LWI588178657	
LWI588693999	Dumbo, E.
LWI589974574	
LWI590267527	
LWI590749367	
LWI590864162	
LWI590908627	Troupin, G.
LWI591131346	
LWI591354262	Petit, J.
LWI591885597	
LWI592507735	
LWI592907816	Bashonga, M.
LWI593607603	Petit, J.
LWI594349646	
LWI594478982	
LWI594963846	
LWI595101479	
LWI595267493	
LWI595856071	Dumbo, E.
LWI596138665	
LWI596694177	
LWI597278234	
LWI597349332	
LWI598194586	
LWI599799187	Troupin, G.
LWI0771267	
LWI100121499	
LWI100700401	Troupin, G.
LWI100973027	Petit, J.
LWI101968022	
LWI102129996	
LWI103272258	
LWI104563388	Dumbo, E.
LWI105455389	
LWI107451276	
LWI107539526	
LWI107910124	Bashonga, M.
LWI108759717	
LWI110916290	
LWI111809596	
LWI112509341	Dumbo, E.
LWI114283062	Dumbo, E.
LWI114956271	
LWI116141849	Petit, J.
LWI117111693	Troupin, G.
LWI118098780	
LWI118241935	
LWI119940315	
LWI121251031	Petit, J.
LWI121307324	Petit, J.
LWI121622245	
LWI123162055	
LWI123527656	Dumbo, E
LWI124054057	
LWI125666247	Dumbo, E.
LWI125768147	
LWI125799266	
LWI127566344	Petit, J.
LWI129171403	
LWI130230694	
LWI130472165	Troupin, G.
LWI132454666	Dumbo, E.
LWI136592093	Dumbo, E
LWI136851095	Iragi K.
LWI138919482	
LWI139587557	
LWI139887723	
LWI140079127	
LWI140849396	
LWI141036488	Petit, J.
LWI141609410	
LWI142832981	Dumbo, E.
LWI144168647	
LWI144697860	Troupin, G.
LWI147457139	Dumbo, E.
LWI150053583	Troupin, G.
LWI151248876	
LWI151923741	Dumbo, E.
LWI152330275	Mwanga Mwanga, IJ- C
LWI153257548	Troupin, G.
LWI153266471	Pierlot, P.
LWI153337056	Petit, J.
LWI153655486	Troupin, G.
LWI153808174	Dumbo, E.
LWI157122746	
LWI160506751	
LWI160549116	
LWI160802267	Dumbo, E.
LWI161387557	
LWI162032597	
LWI162488782	
LWI163108317	
LWI163184640	Troupin, G.
LWI164142258	
LWI165566898	Petit, J.
LWI165932770	
LWI167076228	
LWI170587615	Dumbo, E.
LWI171408327	
LWI172028882	Balagizi, K.
LWI172642274	
LWI173096310	Iragi, K.
LWI173256160	
LWI175483948	Petit, E.
LWI175982207	
LWI176286279	Dumbo, E.
LWI176771665	Petit, J.
LWI177923024	
LWI179237074	
LWI179628952	Batoko
LWI181340331	
LWI181387984	Iragi, K.
LWI181826650	Petit, J.
LWI182147703	Dumbo, E.
LWI184053909	
LWI186447773	Dumbo, E
LWI188842623	
LWI190910778	
LWI191778516	
LWI192285647	Troupin, G.
LWI195011824	Dumbo, E.
LWI195026024	Kalanda,
LWI195482727	Petit, J.
LWI197352823	Dumbo,E
LWI197418301	Dumbo, E.
LWI197672738	
LWI199514451	Petit, J.
LWI201557673	
LWI202834979	Dumbo, E.
LWI203253552	
LWI205818585	
LWI205965130	Dumbo, E.
LWI206554904	
LWI206808881	
LWI207300515	Dumbo, E.
LWI207339487	
LWI209052811	Petit, J.
LWI209753158	
LWI211010780	
LWI211240371	Dumbo, E.
LWI211335151	
LWI211459475	Mwanga Mwanga, IJ- C
LWI211548653	Troupin, G.
LWI212123906	
LWI212684733	Dumbo, E.
LWI213909714	
LWI214528837	
LWI218111991	
LWI218933947	Petit, J.
LWI219041971	
LWI219114503	
LWI219205356	
LWI220103023	
LWI221057254	
LWI221441373	Petit, J.
LWI221657676	
LWI222267269	
LWI222658432	
LWI223604755	Dumbo, E.
LWI223724585	Petit, J.
LWI224085658	Dumbo , E.
LWI224717896	Petit, J.
LWI225203116	Dumbo, E.
LWI225356409	Petit, J.
LWI225784307	
LWI226079301	
LWI227692842	
LWI228338155	Dumbo, E.
LWI229491699	Christiaensen, A.
LWI230578818	
LWI232443089	Petit, J.
LWI233670193	Bashonga, M.
LWI234970966	Bashonga, M.
LWI235937934	Petit, J.
LWI236578948	Bashonga, M.
LWI237932655	Petit, J.
LWI237952270	
LWI238482371	Petit, J.
LWI239609710	
LWI240224073	
LWI240340043	
LWI243097783	Petit, J.
LWI243681718	
LWI245455635	Petit, J.
LWI245581467	Dumbo, E.
LWI245669878	Dumbo, E.
LWI246089663	
LWI246693617	
LWI246748285	Bashonga, M.
LWI246845752	
LWI246958946	
LWI247540553	
LWI247805635	Iragi K.
LWI249223547	
LWI250908528	
LWI252006768	
LWI252879069	
LWI253216686	Petit, J.
LWI256776685	Dumbo, E.
LWI258807207	Troupin, G.
LWI260671015	
LWI260954810	Iragi K.
LWI261285396	
LWI261317597	Petit, J.
LWI261454323	
LWI262682743	Bashonga
LWI262893482	
LWI264586056	
LWI265984341	
LWI266579054	Dumbo, E.
LWI267749325	
LWI268951053	Bashonga, M.
LWI269330706	
LWI269763822	
LWI269846277	Troupin, G.
LWI270812557	Iragi, K.
LWI271442732	Petit, J.
LWI272211444	
LWI274886851	Petit, J.
LWI276202731	
LWI276245452	
LWI276785451	
LWI277507027	
LWI278223226	Bashonga, M.
LWI280013095	Petit, J.
LWI282963326	Troupin, G.
LWI283276505	
LWI285835610	Petit, E.
LWI286211664	
LWI287536842	Petit, J.
LWI288508138	Bashonga, M.
LWI289367587	
LWI290002045	
LWI290057629	
LWI290082145	Petit, J.
LWI290766846	
LWI292321807	
LWI292495589	Troupin, G.
LWI294489915	Troupin, G.
LWI295065689	
LWI295534823	
LWI298414985	Troupin, G.
LWI301949872	Bashonga, M.
LWI305606093	Troupin, G.
LWI306792926	Dumbo, E.
LWI308461343	
LWI308782802	Wabika, D.
LWI309677081	
LWI310325683	Petit, J.
LWI313210213	
LWI315966816	Troupin, G.
LWI317168960	Petit, J.
LWI317219902	Dumbo, E.
LWI319802362	Dumbo, E.
LWI319809212	
LWI321225726	
LWI322608490	Bashonga, M.
LWI323432487	Petit, J.
LWI323641696	
LWI323807079	
LWI325193022	Petit, J.
LWI326463658	
LWI327985017	
LWI328044222	
LWI328084915	Dumbo , E.
LWI328669745	
LWI329090041	Troupin, G.
LWI329278767	
LWI330078666	Dumbo, E.
LWI331081070	
LWI331449317	Dumbo, E.
LWI331517407	
LWI333266519	
LWI337152979	
LWI337696448	Troupin, G.
LWI337742347	
LWI339855768	Dumbo, E.
LWI341355118	Petit, J.
LWI341443889	
LWI342812461	
LWI344824436	
LWI345323971	
LWI346114387	Troupin, G.
LWI346564919	Dumbo, E.
LWI347694531	
LWI349736948	
LWI352378374	Bashonga, M.
LWI356589624	Balagizi, I.
LWI357918762	Nangalire, N.
LWI358110562	Petit, J.
LWI358203332	Petit, J.
LWI358803256	
LWI360448748	Dumbo, E.
LWI360474533	Dumbo, E.
LWI360744687	
LWI362832908	
LWI365564888	
LWI366121254	Bashonga, M.
LWI366558388	
LWI367218921	Petit, J.
LWI368143666	Dumbo, E.
LWI368677328	Iragi, K.
LWI369091125	Troupin, G.
LWI369444059	
LWI370447509	Petit, J.
LWI370468288	Dumbo, E.
LWI370741097	Petit, J.
LWI370756303	
LWI370771827	
LWI370807080	Dumbo, E.
LWI371605687	Petit, J.
